,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.42,0.54,0.45,0.51,0.48,0.35,0.34
ivatamasks.csv,0.42,0.54,0.41,0.39,0.42,0.37,0.34
ivataopenportal.csv,0.42,0.47,0.41,0.46,0.54,0.35,0.34
kolmafia.csv,0.42,0.43,0.44,0.43,0.43,0.37,0.31
mb-unit.csv,0.83,0.7,0.47,0.42,0.42,0.35,0.56
nova.csv,0.57,0.85,0.65,0.93,0.77,0.58,0.54
olex2.csv,0.48,0.63,0.55,0.42,0.45,0.5,0.45
