,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.96,0.75,0.42,0.36,0.17
aime.csv,0.2,0.38,0.42,0.41,0.89
badtrinitycore.csv,0.07,0.23,0.21,0.93,0.05
electric-core.csv,0.58,0.83,0.92,0.2,0.29
olsrd.csv,0.75,0.99,0.4,0.27,0.34
