,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.04,0.05,0.08,0.22,0.12
aime.csv,0.04,0.05,0.39,0.26,0.01
badtrinitycore.csv,0.04,0.0,0.1,0.0,0.34
electric-core.csv,0.25,0.55,0.01,0.7,0.4
olsrd.csv,0.71,0.0,0.57,0.54,0.59
