,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.18,0.1,0.86,0.37,0.96,0.22,0.0,0.17,0.4,0.11,0.16,0.4,0.45
codepurge.csv,0.67,0.5,0.91,0.53,0.3,0.55,0.2,0.69,0.52,0.19,0.95,0.69,0.71
crisscross.csv,0.33,0.95,0.96,0.61,0.5,0.31,0.0,0.26,0.19,0.38,0.2,0.33,0.58
elvishrayrenderer.csv,0.16,0.23,0.86,0.5,0.49,0.4,0.09,0.34,0.34,0.19,0.14,0.43,0.97
gwanted.csv,0.0,0.0,0.88,0.4,0.0,0.33,0.25,0.4,0.52,1.0,0.0,0.36,1.0
jitterbit.csv,0.11,0.25,0.87,0.53,0.43,0.33,0.27,0.98,0.34,0.15,0.09,0.56,0.75
ldview.csv,0.5,0.17,0.85,0.58,0.4,0.95,0.12,0.43,0.31,0.26,0.14,0.59,0.68
libopenmetaverse.csv,0.21,0.17,0.84,1.0,0.49,0.38,0.14,0.28,0.27,0.16,0.15,0.47,0.61
mb-unit.csv,0.6,0.21,0.99,0.56,0.51,0.33,0.11,0.22,0.35,0.2,0.25,0.57,0.64
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.5,0.0,0.0,0.0,1.0,0.0
nova.csv,1.0,0.24,0.86,0.29,0.49,0.28,0.0,0.32,0.38,0.16,0.14,0.49,0.61
olex2.csv,0.33,0.28,0.89,0.52,0.44,0.42,0.11,0.43,0.31,0.15,0.15,0.97,0.59
tolven.csv,0.07,0.15,0.9,0.41,0.56,0.43,0.24,0.31,1.0,0.14,0.21,0.6,0.75
