,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.17,0.13,0.48,0.25,0.97,0.25,0.0,0.18,0.28,0.11,0.25,0.34,0.33
codepurge.csv,0.25,0.51,0.22,0.36,0.11,0.37,0.33,0.51,0.62,0.2,0.86,0.59,0.65
crisscross.csv,0.12,0.93,0.17,0.41,0.12,0.27,0.0,0.17,0.16,0.17,0.2,0.17,0.42
elvishrayrenderer.csv,0.21,0.34,0.71,0.63,0.45,0.55,0.16,0.46,0.51,0.29,0.22,0.5,0.97
gwanted.csv,0.0,0.0,0.41,0.24,0.0,0.33,0.4,0.45,0.38,0.96,0.0,0.11,0.06
jitterbit.csv,0.15,0.36,0.58,0.59,0.35,0.42,0.43,0.95,0.43,0.22,0.12,0.51,0.56
ldview.csv,0.55,0.23,0.71,0.55,0.2,0.95,0.21,0.53,0.46,0.35,0.19,0.64,0.58
libopenmetaverse.csv,0.35,0.28,0.88,1.0,0.66,0.52,0.25,0.42,0.41,0.28,0.25,0.61,0.63
mb-unit.csv,0.33,0.31,0.99,0.46,0.64,0.15,0.19,0.29,0.44,0.3,0.35,0.58,0.58
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.01,0.0,0.0,0.0,0.03,0.0
nova.csv,0.96,0.38,0.74,0.27,0.5,0.32,0.0,0.43,0.5,0.25,0.23,0.59,0.58
olex2.csv,0.27,0.3,0.65,0.48,0.4,0.3,0.19,0.46,0.42,0.2,0.16,0.97,0.46
tolven.csv,0.07,0.2,0.29,0.26,0.19,0.43,0.39,0.4,0.97,0.22,0.27,0.3,0.48
