,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.87,0.89,0.74,0.88,0.05,0.91,1.07,0.88,0.8,0.91,0.66,0.8,0.96
codepurge.csv,0.85,0.49,0.88,0.77,0.95,0.73,0.38,0.6,0.37,0.81,0.21,0.52,0.61
crisscross.csv,0.92,0.1,0.91,0.72,0.94,0.82,1.09,0.88,0.9,0.89,0.8,0.91,0.81
elvishrayrenderer.csv,0.84,0.58,0.7,0.9,0.73,0.74,0.98,0.59,0.77,0.67,0.72,0.8,0.06
gwanted.csv,1.0,1.0,0.76,0.87,1.0,0.77,0.29,0.56,0.71,0.07,1.0,0.94,0.97
jitterbit.csv,0.94,0.54,0.67,0.69,0.81,0.78,0.25,0.08,0.63,0.76,0.87,0.62,0.62
ldview.csv,0.43,0.74,0.76,0.62,0.89,0.05,0.57,0.47,0.88,0.58,0.77,0.51,0.67
libopenmetaverse.csv,1.0,1.0,1.0,0.0,1.0,0.82,0.57,0.91,0.93,1.0,0.89,0.83,0.85
mb-unit.csv,0.77,0.62,0.05,0.69,0.81,0.91,0.79,0.8,0.6,0.64,0.53,0.55,0.73
mvdsv.csv,1.0,1.0,1.0,1.0,1.0,0.91,0.0,0.99,1.0,1.0,1.0,0.98,1.0
nova.csv,0.08,0.59,0.73,0.98,0.72,0.84,1.22,0.63,0.55,0.74,0.77,0.71,0.8
olex2.csv,0.78,0.69,0.61,0.7,0.78,0.79,0.61,0.57,0.7,0.79,0.85,0.04,0.79
tolven.csv,0.98,0.79,0.84,0.85,0.89,0.66,0.3,0.64,0.05,0.81,0.67,0.81,0.68
