,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.91,0.98,0.72,0.95,0.59,0.85,0.83,0.84,0.95,0.93,0.63,0.73,0.8
codepurge.csv,0.67,0.59,0.96,0.53,0.9,0.64,0.43,0.81,0.38,0.74,0.95,0.47,0.46
crisscross.csv,0.67,0.85,0.98,0.89,0.83,0.94,0.85,0.99,0.92,0.88,0.96,0.95,0.74
elvishrayrenderer.csv,0.8,0.54,0.54,0.37,0.64,0.53,0.38,0.5,0.34,0.53,0.63,0.45,0.41
gwanted.csv,0.67,0.0,0.8,0.87,0.5,0.86,0.46,0.6,0.95,0.96,0.0,0.91,0.0
jitterbit.csv,0.78,0.75,0.65,0.51,0.7,0.69,0.64,0.74,0.46,0.64,0.86,0.54,0.65
ldview.csv,0.69,0.73,0.5,0.55,0.93,0.67,0.45,0.6,0.37,0.66,0.7,0.46,0.44
libopenmetaverse.csv,0.43,0.45,0.45,0.53,0.39,0.48,0.4,0.41,0.39,0.41,0.44,0.37,0.44
mb-unit.csv,0.8,0.55,0.45,0.6,0.39,0.83,0.3,0.47,0.45,0.49,0.65,0.39,0.46
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.83,0.5,0.0,0.0,0.0,0.0,0.0
nova.csv,0.75,0.59,0.53,0.58,0.43,0.66,0.48,0.45,0.44,0.46,0.53,0.4,0.48
olex2.csv,0.78,0.8,0.55,0.52,0.58,0.58,0.42,0.6,0.43,0.58,0.96,0.52,0.41
tolven.csv,0.87,0.79,0.97,0.76,0.89,0.67,0.52,0.59,0.6,0.53,0.84,0.95,0.62
