,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.15,0.19,0.33,0.19,0.98,0.29,0.0,0.18,0.22,0.11,0.62,0.3,0.26
codepurge.csv,0.15,0.52,0.12,0.28,0.07,0.29,1.0,0.4,0.78,0.21,0.79,0.52,0.59
crisscross.csv,0.08,0.9,0.09,0.31,0.07,0.24,0.0,0.13,0.14,0.11,0.21,0.12,0.32
elvishrayrenderer.csv,0.31,0.67,0.61,0.86,0.42,0.86,1.0,0.69,0.97,0.61,0.54,0.62,0.97
gwanted.csv,0.0,0.0,0.27,0.17,0.0,0.33,1.0,0.52,0.3,0.93,0.0,0.07,0.03
jitterbit.csv,0.23,0.67,0.44,0.67,0.29,0.57,1.0,0.92,0.59,0.39,0.21,0.47,0.44
ldview.csv,0.62,0.38,0.6,0.53,0.13,0.95,0.67,0.7,0.95,0.5,0.29,0.68,0.5
libopenmetaverse.csv,0.92,0.95,0.91,1.0,0.98,0.86,1.0,0.92,0.84,0.93,0.92,0.87,0.65
mb-unit.csv,0.23,0.62,1.0,0.39,0.84,0.1,1.0,0.41,0.59,0.57,0.54,0.58,0.53
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.01,0.0,0.0,0.0,0.02,0.0
nova.csv,0.92,0.86,0.65,0.25,0.51,0.38,0.0,0.64,0.7,0.54,0.71,0.75,0.56
olex2.csv,0.23,0.33,0.51,0.44,0.36,0.24,0.67,0.49,0.68,0.29,0.17,0.97,0.38
tolven.csv,0.08,0.29,0.17,0.19,0.11,0.43,1.0,0.54,0.95,0.5,0.38,0.2,0.35
