,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.2,0.37,0.32,0.34,0.04,0.57,0.38,0.34,0.13,0.18,0.54,0.38,0.61
codepurge.csv,0.02,0.11,0.07,0.26,0.16,0.14,0.38,0.07,0.3,0.18,0.01,0.2,0.44
crisscross.csv,0.05,0.01,0.02,0.2,0.07,0.3,0.43,0.14,0.23,0.04,0.14,0.2,0.44
elvishrayrenderer.csv,0.48,0.47,0.58,0.89,0.44,0.73,0.98,0.5,0.77,0.54,0.55,0.7,0.06
gwanted.csv,0.07,0.01,0.22,0.26,0.04,0.38,0.29,0.29,0.11,0.0,0.0,0.1,0.0
jitterbit.csv,0.55,0.42,0.37,0.6,0.38,0.65,0.25,0.01,0.48,0.46,0.37,0.31,0.28
ldview.csv,0.18,0.4,0.65,0.4,0.2,0.03,0.46,0.35,0.88,0.29,0.3,0.39,0.44
libopenmetaverse.csv,1.0,1.0,1.0,0.0,1.0,0.81,0.57,0.91,0.91,0.99,0.89,0.82,0.78
mb-unit.csv,0.05,0.49,0.05,0.31,0.8,0.11,0.79,0.53,0.44,0.47,0.26,0.37,0.56
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.0
nova.csv,0.0,0.57,0.64,0.63,0.53,0.57,0.7,0.52,0.47,0.57,0.72,0.66,0.67
olex2.csv,0.14,0.18,0.35,0.43,0.44,0.19,0.51,0.25,0.62,0.33,0.16,0.03,0.5
tolven.csv,0.32,0.33,0.11,0.29,0.09,0.32,0.3,0.45,0.0,0.63,0.23,0.11,0.22
