,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.14,0.64,0.34,0.61,0.61,0.48,0.05
fw4spl.csv,0.61,0.31,0.12,0.28,0.42,0.32,0.15
kftpgrabber.csv,0.71,0.04,0.27,0.37,0.07,0.27,0.46
kolmafia.csv,0.86,0.93,0.68,0.96,0.71,0.89,0.31
lazarus-ccr.csv,0.25,0.94,0.78,0.73,0.92,0.92,0.44
mia.csv,0.14,0.11,0.28,0.17,0.2,0.08,0.18
plee-the-bear.csv,0.32,0.23,0.35,0.39,0.22,0.32,0.51
