,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.19,0.15,0.67,0.25,0.19,0.54,0.47
fw4spl.csv,0.42,0.2,0.25,0.35,0.16,0.55,0.14
kftpgrabber.csv,0.48,0.0,0.46,0.26,0.0,0.71,0.59
kolmafia.csv,0.61,0.12,0.67,0.24,0.2,0.52,0.73
lazarus-ccr.csv,0.76,0.09,0.55,0.16,0.16,0.45,0.65
mia.csv,0.4,0.17,0.52,0.16,0.31,0.16,0.54
plee-the-bear.csv,0.22,0.28,0.43,0.29,0.22,0.46,0.53
