,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.43,0.08,0.66,0.15,0.11,0.42,0.88
fw4spl.csv,0.39,0.12,0.57,0.24,0.1,0.49,0.4
kftpgrabber.csv,0.41,0.0,0.58,0.17,0.0,0.6,0.6
kolmafia.csv,0.47,0.06,0.55,0.13,0.11,0.35,0.74
lazarus-ccr.csv,0.73,0.05,0.46,0.1,0.09,0.3,0.65
mia.csv,0.64,0.13,0.61,0.14,0.22,0.38,0.74
plee-the-bear.csv,0.31,0.17,0.51,0.19,0.15,0.43,0.55
