,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.47,0.33,0.42,0.57,0.32,0.4,0.59,0.38,0.53,0.43,0.24,0.28,0.94,1.0,0.45
bl-toolkit.csv,0.53,0.2,0.6,0.63,0.43,0.98,0.96,0.74,0.63,0.67,0.71,0.44,0.62,1.0,0.36
bochs.csv,0.56,0.67,0.79,0.7,0.95,0.64,0.33,0.71,0.83,0.38,0.48,0.72,0.74,0.8,0.64
emeraldemu.csv,0.44,0.56,0.71,0.94,0.73,0.26,0.63,0.49,0.51,0.38,0.48,0.59,0.68,1.0,0.41
fbmanager.csv,0.97,0.51,0.45,0.66,0.48,0.18,0.78,0.43,0.67,0.43,0.52,0.42,0.66,0.8,0.68
modellus.csv,0.21,0.24,0.27,0.31,0.08,0.46,0.81,0.3,0.41,0.38,0.38,0.93,0.49,0.6,0.32
openmalaria.csv,0.74,0.52,0.56,0.76,0.68,0.62,0.93,0.72,0.75,0.43,1.0,0.65,0.84,0.8,0.68
pi-qmc.csv,0.44,0.32,0.62,0.61,0.4,0.2,0.19,0.5,0.59,0.48,0.36,0.5,0.57,0.8,1.0
plplot.csv,0.38,0.46,0.48,0.72,0.36,0.54,1.0,0.66,0.61,1.0,0.57,0.47,0.35,0.8,0.18
powerfolder.csv,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,1.0,0.0
psycle.csv,0.85,0.96,0.65,0.87,0.88,0.92,0.78,0.97,0.87,0.76,0.9,0.84,0.93,1.0,0.82
qgis.csv,0.38,0.61,0.95,0.69,0.67,0.64,0.48,0.51,0.75,0.67,0.6,0.76,0.82,0.8,0.55
sbml.csv,0.62,0.67,0.7,0.85,0.59,0.46,0.93,0.97,0.87,0.71,0.67,0.36,0.82,1.0,0.86
unimrcp.csv,0.15,0.34,0.27,0.33,0.24,0.08,1.0,0.34,0.38,0.29,0.26,0.35,0.58,0.0,0.32
wow-qrsk.csv,0.12,0.34,0.3,0.44,0.35,0.4,0.41,0.36,0.92,0.14,0.4,0.53,0.6,0.6,0.05
