,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.06,0.13,0.24,0.21,0.21,0.23,0.42,0.09,0.21,0.12,0.08,0.07,0.0,0.16,0.09
bl-toolkit.csv,0.42,0.15,0.47,0.56,0.36,0.05,0.91,0.66,0.56,0.37,0.59,0.22,0.41,0.64,0.62
bochs.csv,0.35,0.65,0.81,0.42,0.0,0.5,0.12,0.44,0.54,0.67,0.53,0.74,0.52,0.53,0.2
emeraldemu.csv,0.23,0.55,0.62,0.01,0.52,0.36,0.42,0.34,0.14,0.25,0.29,0.58,0.42,0.38,0.05
fbmanager.csv,0.03,0.34,0.31,0.4,0.42,0.18,0.54,0.31,0.59,0.18,0.31,0.36,0.44,0.31,0.41
modellus.csv,0.23,0.36,0.19,0.32,0.07,0.59,0.43,0.12,0.36,0.11,0.33,0.01,0.25,0.26,0.14
openmalaria.csv,0.42,0.22,0.34,0.51,0.56,0.45,0.57,0.31,0.46,0.3,0.0,0.44,0.63,0.56,0.29
pi-qmc.csv,0.19,0.18,0.53,0.28,0.26,0.32,0.24,0.66,0.28,0.09,0.16,0.21,0.35,0.27,0.0
plplot.csv,0.32,0.26,0.33,0.51,0.23,0.27,0.99,0.47,0.35,0.0,0.24,0.31,0.32,0.64,0.04
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psycle.csv,0.74,0.02,0.65,0.65,0.75,0.73,0.54,0.81,0.59,0.81,0.55,0.55,0.75,0.61,0.46
qgis.csv,0.16,0.4,0.01,0.47,0.43,0.64,0.41,0.47,0.4,0.61,0.35,0.41,0.54,0.82,0.14
sbml.csv,0.52,0.49,0.64,0.62,0.65,0.41,0.62,0.0,0.62,0.86,0.51,0.22,0.63,0.67,0.66
unimrcp.csv,0.1,0.14,0.11,0.09,0.1,0.09,0.0,0.09,0.13,0.12,0.0,0.16,0.27,0.07,0.04
wow-qrsk.csv,0.16,0.13,0.23,0.14,0.35,0.36,0.41,0.47,0.0,0.02,0.16,0.63,0.3,0.26,0.04
