,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.67,0.35,0.46,0.41,0.61,0.59,0.71,0.46,0.52,0.44,0.6,0.61,0.7,0.62,0.57,0.53,0.63,0.95
autofac.csv,0.47,0.33,0.53,0.52,0.8,0.56,0.5,0.47,0.57,0.48,0.57,0.41,0.4,0.57,0.77,0.45,0.44,0.67
azureus.csv,0.78,0.42,0.77,0.56,0.88,0.87,0.56,0.68,0.89,0.48,0.83,0.69,0.73,0.88,0.78,0.94,0.66,0.86
dsworkbench.csv,0.56,0.91,0.41,0.86,0.92,0.93,0.62,0.94,0.83,0.88,0.5,0.92,0.56,0.8,0.53,0.94,0.94,0.95
forester-atv.csv,0.67,0.5,0.52,0.5,0.86,0.93,0.0,0.93,0.88,0.83,0.0,0.65,0.6,0.0,0.8,0.89,0.96,0.93
freelords.csv,0.38,0.36,0.37,0.38,0.42,0.42,0.4,0.4,0.37,0.39,0.33,0.38,0.38,0.51,0.5,0.35,0.38,0.52
gabel.csv,0.0,0.67,0.0,0.67,0.0,0.5,0.0,0.88,0.0,0.83,0.9,0.0,0.83,0.0,0.0,0.0,0.0,0.0
gephex.csv,0.79,0.42,0.43,0.53,0.57,0.44,0.55,0.46,0.5,0.57,0.5,0.62,0.48,0.6,0.44,0.48,0.54,0.56
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.39,0.45,0.4,0.31,0.46,0.37,0.38,0.38,0.45,0.41,0.35,0.39,0.4
javaprofiler.csv,0.54,0.54,0.5,0.46,0.52,0.44,0.91,0.46,0.67,0.57,0.73,0.74,0.63,0.75,0.8,0.43,0.48,0.49
jpaul.csv,0.64,0.68,0.64,0.54,0.0,0.67,0.62,0.86,0.64,0.7,0.83,0.6,0.69,0.78,0.86,0.0,0.6,0.83
mycila.csv,0.88,0.92,0.7,0.5,0.95,0.73,0.62,0.6,0.54,0.68,0.9,0.62,0.62,0.56,0.88,0.91,0.78,0.7
neodatis-odb.csv,0.94,0.44,0.46,0.53,0.76,0.6,0.68,0.8,0.55,0.58,0.88,0.64,0.51,0.57,0.76,0.6,0.76,0.65
octet.csv,0.51,0.46,0.45,0.88,0.93,0.69,0.77,0.67,0.89,0.55,0.75,0.41,0.48,0.86,0.94,0.85,0.58,0.71
personalaccess.csv,0.34,0.48,0.41,0.61,0.92,0.58,0.46,0.74,0.43,0.49,0.64,0.39,0.39,0.86,0.83,0.83,0.66,0.77
rcp-company-uibindings.csv,0.36,0.35,0.36,0.32,0.46,0.36,0.44,0.41,0.3,0.42,0.33,0.36,0.35,0.44,0.44,0.34,0.4,0.38
scenemonitor.csv,0.4,0.4,0.38,0.44,0.47,0.45,0.38,0.5,0.56,0.37,0.57,0.41,0.42,0.46,0.52,0.39,0.45,0.55
servicestack.csv,0.78,0.45,0.92,0.88,0.8,0.73,0.69,0.7,0.8,0.93,0.9,0.79,0.6,0.9,0.69,0.94,0.63,0.91
