,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,1.0,0.42,0.77,0.51,0.97,0.78,0.29,0.35,0.44,0.11,0.2,0.26,0.82,0.12,0.37,0.71,0.96,0.68
autofac.csv,0.98,0.44,0.82,1.0,0.6,0.73,0.35,0.4,0.71,0.13,0.13,0.44,0.94,0.11,0.32,0.67,0.98,0.69
azureus.csv,1.0,0.33,0.85,0.37,0.88,0.8,0.36,0.32,0.44,0.21,0.17,1.0,1.0,0.19,0.19,0.53,0.98,0.86
dsworkbench.csv,1.0,0.36,1.0,0.36,0.92,0.86,0.31,0.56,0.33,0.08,0.0,0.16,0.89,0.2,0.37,0.81,1.0,0.59
forester-atv.csv,1.0,0.93,0.86,1.0,0.43,0.71,1.0,0.6,0.62,0.17,0.0,0.35,0.95,1.0,0.8,0.33,0.96,0.93
freelords.csv,1.0,0.38,0.83,0.49,0.55,1.0,0.32,0.32,0.49,0.11,0.21,0.29,0.87,0.13,0.43,0.59,0.98,0.7
gabel.csv,0.0,0.67,0.0,0.67,0.0,1.0,0.0,0.12,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
gephex.csv,0.97,0.42,0.75,0.68,0.46,0.79,0.39,0.37,0.37,0.04,0.25,0.2,0.81,0.08,0.35,0.99,0.95,0.66
google-collections.csv,1.0,0.38,0.76,0.47,0.56,0.74,0.29,0.35,0.38,0.08,0.19,0.26,0.83,0.12,0.27,0.64,0.96,0.68
javaprofiler.csv,0.98,0.35,0.78,0.42,0.51,0.73,0.36,0.29,0.22,0.07,0.07,0.22,0.81,0.25,0.2,0.61,0.97,1.0
jpaul.csv,0.95,0.64,0.68,0.46,0.0,0.67,1.0,0.32,0.64,0.22,0.17,0.32,0.81,0.22,0.29,0.0,0.97,1.0
mycila.csv,1.0,0.33,0.83,0.56,0.89,0.8,0.31,0.33,0.38,0.16,1.0,0.39,0.88,0.12,0.38,0.7,0.94,0.63
neodatis-odb.csv,0.89,0.42,0.86,0.53,0.61,0.74,0.32,0.97,0.6,0.09,0.12,0.28,0.85,0.15,0.4,0.67,0.98,0.76
octet.csv,0.98,0.4,0.8,0.62,0.87,0.6,0.23,0.5,0.0,0.11,0.25,0.29,0.84,1.0,0.31,0.7,0.98,0.73
personalaccess.csv,1.0,0.55,0.82,0.48,0.69,0.88,0.54,0.38,0.5,0.13,0.23,0.33,1.0,0.43,0.83,1.0,0.98,0.62
rcp-company-uibindings.csv,0.99,0.39,0.8,0.46,0.54,0.77,0.31,0.33,0.44,0.09,0.19,0.29,0.85,0.12,0.24,0.62,1.0,0.73
scenemonitor.csv,0.98,0.38,0.77,0.56,0.62,0.78,0.32,0.41,1.0,0.13,0.18,0.33,0.84,0.13,0.38,0.57,0.97,0.68
servicestack.csv,0.94,0.55,0.92,0.62,0.53,0.73,0.31,0.52,0.6,0.2,0.2,0.25,0.77,0.0,1.0,0.53,0.99,0.73
