,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.0,0.57,0.69,0.55,0.04,0.25,0.24,0.49,0.47,0.61,0.29,0.42,0.28,0.27,0.41,0.39,0.3,0.19
autofac.csv,0.5,0.72,0.19,0.0,0.33,0.43,0.41,0.46,0.12,0.49,0.48,0.3,0.16,0.65,0.33,0.51,0.4,0.33
azureus.csv,0.0,0.55,0.12,0.52,0.02,0.11,0.39,0.27,0.16,0.28,0.12,0.0,0.0,0.25,0.48,0.2,0.2,0.03
dsworkbench.csv,0.0,0.18,0.0,0.27,0.02,0.07,0.27,0.11,0.12,0.24,0.05,0.25,0.24,0.08,0.26,0.07,0.0,0.25
forester-atv.csv,0.0,0.05,0.19,0.0,0.08,0.14,0.0,0.09,0.09,0.11,0.0,0.23,0.08,0.0,0.02,0.15,0.1,0.03
freelords.csv,0.0,0.7,0.56,0.61,0.62,0.0,0.83,0.76,0.56,0.73,0.79,0.79,0.6,0.67,0.35,0.8,0.4,0.5
gabel.csv,0.0,0.02,0.0,0.03,0.0,0.0,0.02,0.1,0.03,0.0,0.19,0.0,0.0,0.02,0.0,0.0,0.0,0.0
gephex.csv,0.5,0.45,0.81,0.18,0.73,0.54,0.46,0.51,0.59,0.73,0.43,0.58,0.84,0.45,0.48,0.02,0.6,0.67
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0
javaprofiler.csv,0.5,0.42,0.56,0.45,0.85,0.75,0.17,0.66,0.44,0.54,0.33,0.36,0.4,0.12,0.26,0.76,0.3,0.0
jpaul.csv,0.5,0.2,0.5,0.45,0.0,0.04,0.0,0.27,0.16,0.2,0.12,0.39,0.4,0.14,0.33,0.0,0.3,0.0
mycila.csv,0.0,0.2,0.25,0.45,0.04,0.21,0.49,0.41,0.5,0.28,0.0,0.29,0.28,0.71,0.11,0.17,0.5,0.47
neodatis-odb.csv,1.0,0.7,0.31,0.48,0.31,0.54,0.32,0.01,0.25,0.33,0.17,0.36,0.4,0.67,0.33,0.37,0.2,0.31
octet.csv,0.5,0.52,0.5,0.09,0.04,0.5,0.24,0.21,0.28,0.42,0.07,0.61,0.64,0.0,0.24,0.2,0.2,0.39
personalaccess.csv,0.0,0.32,0.44,0.36,0.08,0.11,0.27,0.3,0.44,0.58,0.4,0.63,0.0,0.08,0.02,0.0,0.1,0.42
rcp-company-uibindings.csv,0.5,1.0,0.75,0.94,0.96,0.79,0.93,0.99,0.75,0.89,0.93,0.86,0.76,0.98,0.83,0.8,0.0,0.72
scenemonitor.csv,0.5,0.7,0.56,0.45,0.44,0.46,0.66,0.49,0.0,0.59,0.55,0.57,0.6,0.78,0.39,0.54,0.4,0.42
servicestack.csv,1.0,0.32,0.06,0.09,0.15,0.21,0.22,0.16,0.12,0.13,0.19,0.27,0.72,0.2,0.0,0.2,0.1,0.08
