,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.62,0.67,0.74,0.65,0.07,0.73,0.8,0.71,0.62,0.62,0.76,0.72,0.78,0.77,0.54,0.6,0.76,0.82
autofac.csv,0.67,0.73,0.74,0.0,0.69,0.72,0.63,0.63,0.52,0.5,0.85,0.44,0.51,0.78,0.67,0.65,0.52,0.72
azureus.csv,0.78,0.8,0.79,0.83,0.88,0.85,0.61,0.8,0.82,0.31,0.91,0.02,0.76,0.63,0.85,0.89,0.57,0.92
dsworkbench.csv,0.66,0.86,0.02,0.87,0.8,0.85,0.76,0.74,0.91,0.79,1.0,0.89,0.63,0.86,0.64,0.82,0.93,0.86
forester-atv.csv,0.96,0.05,0.67,0.93,0.95,0.89,0.94,0.76,0.76,0.76,1.0,0.68,0.7,0.86,0.77,0.97,0.9,0.81
freelords.csv,0.31,0.78,0.57,0.7,0.74,0.01,0.83,0.82,0.58,0.73,0.79,0.79,0.63,0.73,0.46,0.87,0.47,0.66
gabel.csv,1.0,0.92,1.0,0.93,1.0,0.97,1.0,0.98,1.0,0.25,0.82,1.0,0.95,1.0,1.0,1.0,1.0,1.0
gephex.csv,0.78,0.67,0.85,0.58,0.88,0.61,0.55,0.67,0.75,0.96,0.59,0.82,0.88,0.84,0.56,0.03,0.8,0.76
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0
javaprofiler.csv,0.71,0.78,0.68,0.77,0.91,0.8,0.78,0.82,0.91,0.74,0.96,0.8,0.76,0.72,0.86,0.82,0.61,0.01
jpaul.csv,0.89,0.5,0.83,0.71,1.0,0.98,0.06,0.8,0.57,0.42,0.91,0.62,0.77,0.73,0.72,1.0,0.69,0.92
mycila.csv,0.79,0.87,0.67,0.57,0.72,0.73,0.68,0.75,0.71,0.47,0.0,0.55,0.66,0.76,0.83,0.79,0.84,0.77
neodatis-odb.csv,1.28,0.74,0.51,0.62,0.69,0.71,0.72,0.08,0.47,0.7,0.92,0.69,0.66,0.68,0.53,0.68,0.68,0.61
octet.csv,0.67,0.7,0.62,0.83,0.78,0.89,0.86,0.63,1.04,0.57,0.9,0.68,0.7,0.0,0.75,0.76,0.58,0.64
personalaccess.csv,0.41,0.5,0.57,0.72,0.85,0.74,0.36,0.71,0.53,0.58,0.64,0.64,0.01,0.58,0.71,0.92,0.77,0.8
rcp-company-uibindings.csv,0.52,1.0,0.75,0.95,0.96,0.79,0.93,0.99,0.75,0.89,0.93,0.86,0.77,0.98,0.88,0.84,0.0,0.72
scenemonitor.csv,0.61,0.78,0.69,0.57,0.62,0.62,0.7,0.6,0.1,0.59,0.74,0.6,0.69,0.8,0.53,0.8,0.56,0.71
servicestack.csv,1.15,0.5,0.76,0.83,0.88,0.83,0.8,0.69,0.71,0.64,0.82,0.8,0.88,1.02,0.06,0.89,0.58,0.9
