,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.38,0.65,0.74,0.66,0.95,0.32,0.24,0.49,0.6,0.88,0.3,0.41,0.27,0.29,0.65,0.55,0.3,0.2
autofac.csv,0.55,0.88,0.28,1.0,0.4,0.42,0.53,0.57,0.5,0.88,0.3,0.68,0.52,0.57,0.41,0.61,0.66,0.36
azureus.csv,0.22,0.42,0.22,0.34,0.12,0.15,0.53,0.24,0.2,0.88,0.1,0.98,0.24,0.43,0.29,0.13,0.46,0.08
dsworkbench.csv,0.34,0.15,0.98,0.17,0.2,0.15,0.29,0.27,0.1,0.25,0.0,0.14,0.41,0.14,0.41,0.18,0.07,0.17
forester-atv.csv,0.04,1.0,0.36,0.07,0.05,0.13,0.06,0.24,0.25,0.25,0.0,0.36,0.31,0.14,0.24,0.04,0.1,0.19
freelords.csv,0.69,0.65,0.9,0.66,0.6,0.99,0.94,0.68,0.85,1.0,0.9,0.93,0.82,0.71,0.71,0.66,0.75,0.57
gabel.csv,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.03,0.0,0.75,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0
gephex.csv,0.4,0.5,0.76,0.45,0.5,0.71,0.71,0.57,0.55,0.38,0.6,0.43,0.75,0.29,0.71,0.99,0.47,0.63
google-collections.csv,1.0,0.96,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.5,0.35,0.62,0.38,0.7,0.73,0.24,0.51,0.2,0.5,0.1,0.29,0.36,0.29,0.18,0.68,0.47,0.99
jpaul.csv,0.26,0.54,0.34,0.45,0.0,0.03,0.94,0.24,0.45,0.62,0.1,0.52,0.34,0.29,0.35,0.0,0.38,0.08
mycila.csv,0.21,0.15,0.38,0.66,0.28,0.3,0.53,0.38,0.5,0.62,1.0,0.54,0.4,0.71,0.18,0.23,0.32,0.39
neodatis-odb.csv,0.2,0.77,0.6,0.62,0.38,0.53,0.35,0.92,0.6,0.38,0.1,0.41,0.47,0.86,0.59,0.42,0.35,0.47
octet.csv,0.55,0.54,0.64,0.17,0.22,0.27,0.18,0.41,0.0,0.62,0.1,0.71,0.71,1.0,0.29,0.27,0.46,0.49
personalaccess.csv,0.59,0.62,0.64,0.38,0.15,0.27,0.76,0.35,0.7,1.0,0.5,0.88,0.99,0.43,0.29,0.08,0.24,0.32
rcp-company-uibindings.csv,0.86,1.0,0.94,0.9,0.9,0.95,1.0,0.92,0.95,1.0,0.9,1.0,0.89,1.0,0.71,0.77,1.0,0.95
scenemonitor.csv,0.65,0.65,0.6,0.66,0.57,0.59,0.76,0.65,0.9,1.0,0.5,0.8,0.66,0.86,0.65,0.41,0.61,0.43
servicestack.csv,0.42,0.62,0.24,0.17,0.13,0.2,0.24,0.32,0.3,0.38,0.2,0.25,0.49,0.0,0.94,0.13,0.43,0.11
