,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.43,0.59,0.58,0.6,0.95,0.36,0.28,0.49,0.58,0.7,0.34,0.44,0.31,0.33,0.64,0.56,0.34,0.24
autofac.csv,0.54,0.62,0.32,1.0,0.44,0.44,0.54,0.56,0.55,0.77,0.33,0.68,0.56,0.51,0.44,0.58,0.65,0.4
azureus.csv,0.26,0.43,0.26,0.36,0.15,0.18,0.54,0.28,0.24,0.84,0.12,0.98,0.28,0.47,0.32,0.16,0.5,0.1
dsworkbench.csv,0.39,0.18,0.98,0.2,0.24,0.18,0.33,0.31,0.12,0.29,0.0,0.17,0.45,0.17,0.45,0.21,0.09,0.2
forester-atv.csv,0.05,0.99,0.4,0.09,0.06,0.16,0.07,0.28,0.29,0.29,0.0,0.4,0.36,0.17,0.28,0.05,0.12,0.23
freelords.csv,0.74,0.53,0.74,0.58,0.54,0.99,0.49,0.5,0.72,0.65,0.54,0.55,0.68,0.58,0.7,0.45,0.71,0.55
gabel.csv,0.0,0.1,0.0,0.09,0.0,0.04,0.0,0.04,0.0,0.79,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0
gephex.csv,0.42,0.51,0.48,0.49,0.43,0.64,0.67,0.55,0.51,0.35,0.59,0.43,0.43,0.32,0.66,0.99,0.45,0.53
google-collections.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.09,0.0,0.0
javaprofiler.csv,0.5,0.38,0.57,0.41,0.4,0.53,0.28,0.46,0.23,0.49,0.12,0.33,0.39,0.33,0.21,0.5,0.5,0.99
jpaul.csv,0.29,0.58,0.36,0.47,0.0,0.04,0.95,0.28,0.5,0.65,0.12,0.54,0.37,0.33,0.39,0.0,0.42,0.1
mycila.csv,0.25,0.18,0.42,0.63,0.33,0.34,0.53,0.41,0.5,0.64,1.0,0.57,0.44,0.55,0.21,0.27,0.34,0.41
neodatis-odb.csv,0.0,0.59,0.62,0.6,0.42,0.51,0.39,0.93,0.62,0.42,0.12,0.44,0.49,0.65,0.6,0.45,0.39,0.5
octet.csv,0.54,0.53,0.61,0.2,0.26,0.3,0.21,0.45,0.0,0.61,0.12,0.61,0.59,1.0,0.33,0.31,0.5,0.51
personalaccess.csv,0.64,0.63,0.62,0.41,0.18,0.31,0.75,0.39,0.67,0.78,0.52,0.69,0.99,0.48,0.34,0.1,0.28,0.35
rcp-company-uibindings.csv,0.75,0.0,0.61,0.24,0.17,0.56,0.27,0.05,0.61,0.38,0.27,0.45,0.58,0.09,0.43,0.49,1.0,0.64
scenemonitor.csv,0.61,0.53,0.56,0.63,0.57,0.58,0.61,0.62,0.92,0.78,0.49,0.68,0.58,0.54,0.64,0.42,0.61,0.45
servicestack.csv,0.0,0.63,0.28,0.2,0.16,0.24,0.28,0.37,0.35,0.43,0.24,0.29,0.43,0.0,0.95,0.16,0.48,0.13
