,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,98.5,96.5,0.0,297.0,99.0,1501.0,37.5,0.0,385.0,98.5,479.5,0.0,1810.0,97.5,0.0,63.5
codepurge.csv,96.5,98.5,195.0,449.5,297.0,99.0,1227.0,716.0,350.0,286.5,98.5,295.5,229.5,976.0,196.5,189.0,289.5
fontforge.csv,198.0,99.0,294.0,193.0,396.0,99.0,2157.5,269.5,98.5,385.0,98.5,394.0,591.5,1774.5,198.0,195.0,388.0
glas.csv,198.0,98.5,96.5,98.5,297.0,932.0,1511.0,716.0,98.5,385.0,98.5,295.0,366.5,651.5,198.0,294.0,291.5
gmerlin.csv,0.0,98.5,195.5,98.5,0.0,99.0,2180.5,0.0,98.5,0.0,98.5,196.5,196.0,1682.0,0.0,191.0,289.5
hatari.csv,99.0,98.5,92.5,98.5,396.0,934.0,2029.5,904.0,98.5,286.5,98.5,394.0,492.5,1212.0,198.0,96.5,95.5
jcl.csv,99.0,98.5,294.0,98.5,99.0,753.0,1011.5,275.5,98.5,173.0,98.5,96.5,246.5,721.0,97.5,91.5,95.5
ltp.csv,99.0,99.0,195.0,98.5,394.5,1031.5,1977.0,813.5,98.5,92.5,98.5,295.0,394.0,1676.0,198.0,96.5,95.5
mia.csv,99.0,91.5,177.0,98.5,95.5,557.0,917.5,273.5,928.0,385.0,96.5,194.0,152.0,340.5,424.0,195.5,375.0
net-snmp.csv,96.5,99.0,96.5,98.5,99.0,99.0,528.0,537.0,98.5,385.0,98.5,194.0,690.5,1528.0,196.5,96.5,388.0
opde.csv,198.0,98.5,294.0,96.5,198.0,840.5,902.0,814.5,98.5,0.0,98.5,394.0,142.0,829.5,198.0,187.0,95.5
oppna-program-hsatools.csv,99.0,99.0,195.0,98.5,198.0,99.0,2249.0,815.5,98.5,385.0,98.5,394.0,530.0,1184.5,99.0,294.0,290.5
powerfolder-.csv,96.5,97.5,195.5,98.5,99.0,98.5,796.0,167.0,98.5,385.0,96.5,394.0,739.0,455.5,198.0,480.5,388.0
qlc.csv,0.0,98.5,0.0,266.5,99.0,99.0,846.0,0.0,98.5,90.5,98.5,394.0,160.0,503.5,196.5,0.0,193.0
quantlib.csv,198.0,99.0,83.5,0.0,396.0,406.5,0.0,904.0,171.0,385.0,97.5,196.0,0.0,0.0,198.0,294.0,93.5
tcl.csv,99.0,99.0,193.0,98.5,1179.0,99.0,1890.0,0.0,1202.5,93.5,98.5,2597.0,786.0,1706.5,0.0,96.5,386.0
