,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.62,0.85,1.0,0.65,0.79,0.89,0.74,0.94,0.99,0.0,0.88,0.8,1.0,0.83,0.68,1.04,0.89
botsnscouts.csv,0.8,0.62,0.81,0.92,0.71,0.6,0.04,0.97,0.9,0.81,0.92,0.86,0.66,1.0,0.66,0.97,0.89
cities3d.csv,0.8,0.75,0.79,0.05,0.59,0.75,0.94,0.83,1.01,0.69,0.7,0.78,0.94,0.95,0.71,1.04,0.75
dynalloy.csv,0.06,0.7,0.94,0.72,0.42,0.87,0.66,0.84,0.63,0.82,0.56,0.65,0.78,0.65,0.76,0.59,0.6
electric-core.csv,0.68,0.1,0.72,0.59,0.56,0.8,0.68,0.83,0.38,0.82,0.78,0.71,0.89,0.72,0.77,1.04,0.87
findbugs.csv,0.64,0.49,0.87,0.6,0.61,0.62,0.75,0.68,0.83,0.65,0.76,0.89,0.59,0.69,0.0,0.45,0.83
img-browse-sort.csv,0.6,0.61,0.83,0.59,0.59,0.57,0.53,0.58,0.87,0.72,0.6,0.66,0.0,0.66,0.49,0.31,0.88
jparsec.csv,0.7,0.84,0.64,0.93,0.78,0.78,0.69,0.73,1.04,0.84,0.86,0.07,0.7,0.72,0.89,0.97,0.79
moast.csv,0.92,0.98,0.94,0.97,1.0,0.94,0.93,0.65,1.0,1.0,0.93,1.0,0.92,1.0,0.89,0.03,1.0
mptvseries.csv,0.53,0.45,1.01,0.49,0.0,0.61,0.65,0.9,1.2,0.75,0.66,1.0,0.56,0.67,0.47,0.31,0.74
mvnforum.csv,0.76,0.94,0.87,0.97,1.01,0.06,0.93,0.59,0.94,1.0,0.81,0.62,1.0,0.91,0.72,0.98,0.8
nosleepsoftware.csv,0.94,0.49,0.19,0.45,0.97,0.86,0.71,0.74,0.85,0.82,0.8,0.65,0.58,0.72,0.73,1.13,0.74
ogre.csv,1.0,0.99,1.0,1.0,0.87,0.98,1.0,1.0,0.0,1.0,1.0,1.0,1.01,1.0,1.0,0.97,1.01
openfrag.csv,0.6,0.64,0.67,0.62,0.6,0.81,0.61,0.53,1.1,0.56,0.08,0.74,0.7,0.7,0.86,0.48,0.45
qdvdauthor.csv,0.83,0.63,0.76,0.65,0.62,0.47,0.38,0.57,1.11,0.63,0.5,0.64,0.75,0.03,0.79,0.78,0.64
sumatrapdf.csv,0.52,0.56,0.89,0.42,0.36,0.53,0.53,0.0,1.21,0.44,0.6,1.0,0.64,0.56,0.53,0.48,0.67
zxing.csv,0.89,0.54,0.86,0.46,0.68,0.87,0.74,1.0,0.86,0.54,0.78,0.84,0.76,0.57,0.76,0.95,0.0
