,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.47,0.5,0.74,0.3,0.6,0.38,0.0,0.4,0.43,0.0
flylegacy.csv,0.51,1.0,0.82,0.2,0.67,0.43,0.19,0.83,0.33,0.41
jguard.csv,0.42,0.83,0.78,0.2,0.71,0.5,0.18,0.9,0.35,0.41
m-a-d-n-e-s-s.csv,0.62,1.0,0.77,0.23,0.4,0.0,0.0,1.0,0.58,0.4
mob-sen-plat.csv,0.38,0.88,0.76,0.15,0.64,0.37,0.21,0.83,0.35,0.41
raygina.csv,0.61,0.25,0.74,0.15,0.56,0.3,0.2,0.92,0.3,0.5
st-filteredstatistics.csv,0.4,0.88,0.72,0.15,0.66,0.42,0.19,0.91,0.31,0.42
upp-mirror.csv,0.37,0.5,0.75,0.24,0.78,0.42,0.17,0.75,0.41,0.45
wishmaster.csv,0.41,0.44,0.72,0.19,0.7,0.25,0.37,0.5,0.5,0.42
yarp.csv,0.55,0.0,0.79,0.08,0.0,0.23,0.29,1.0,0.75,0.6
