,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.19,0.15,0.36,0.25,0.15,0.09,0.1,0.23,0.07,0.03
flylegacy.csv,0.51,0.0,0.45,0.32,0.41,0.64,0.62,0.46,0.83,0.26
jguard.csv,0.53,0.05,0.64,0.49,0.46,0.32,0.51,0.23,0.65,0.26
m-a-d-n-e-s-s.csv,0.07,0.0,0.23,0.08,0.07,0.07,0.0,0.0,0.22,0.08
mob-sen-plat.csv,0.84,0.2,0.82,0.76,0.71,0.82,0.49,0.54,0.7,0.58
raygina.csv,0.28,0.15,0.82,0.85,0.34,0.38,0.26,0.08,0.27,0.24
st-filteredstatistics.csv,0.88,0.1,1.0,0.83,0.59,0.5,0.97,0.23,0.88,0.82
upp-mirror.csv,0.4,0.1,0.59,0.33,0.32,0.32,0.25,0.38,0.33,0.29
wishmaster.csv,0.23,0.25,0.45,0.31,0.39,0.7,0.28,0.31,0.22,0.37
yarp.csv,0.12,0.0,0.18,0.09,0.02,0.54,0.16,0.0,0.03,0.26
