,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.71,0.21,0.29,0.23,0.39,0.42,0.39,0.05,0.48,0.68,0.84,0.06,0.21,0.74,0.14,0.1,0.48,0.09
beast-mcmc.csv,0.74,0.67,0.67,0.67,0.61,0.5,0.67,0.59,0.76,0.63,0.64,0.56,0.89,0.85,0.71,0.66,0.72,0.44
cuberok.csv,0.55,0.67,0.27,0.49,0.33,0.72,0.5,0.73,0.72,0.33,0.52,0.62,0.89,0.36,0.46,0.34,0.52,0.25
exist.csv,0.76,0.94,0.57,0.72,0.39,0.67,0.86,0.64,0.92,0.7,0.48,0.88,0.77,0.6,0.79,0.9,0.48,0.81
ingex.csv,0.71,0.33,0.45,0.41,0.75,0.53,0.7,0.23,0.76,0.94,0.48,0.38,0.32,0.66,0.43,0.48,0.5,0.44
javaprofiler.csv,0.7,0.79,0.76,1.0,0.7,0.72,0.8,0.82,0.84,0.49,0.64,1.0,1.0,0.66,0.61,0.86,0.41,0.76
jbasic.csv,0.85,0.67,0.53,0.59,0.92,0.67,0.83,0.64,0.84,0.79,0.96,0.62,0.97,0.89,0.11,0.79,0.94,0.53
jgnash.csv,0.58,0.67,0.49,0.82,0.72,0.33,0.59,0.59,0.68,0.25,0.2,0.62,0.42,0.43,0.75,0.66,0.24,0.4
jrefactory.csv,0.71,0.52,0.69,0.62,0.36,0.14,0.29,0.59,0.44,0.52,0.84,0.56,0.06,0.32,0.54,0.69,0.07,0.88
jsecurity.csv,0.27,0.48,0.25,0.64,0.14,0.58,0.29,0.23,0.52,0.1,0.28,0.19,0.61,0.53,0.25,0.38,0.22,0.25
libopenmetaverse.csv,0.98,1.0,0.98,1.0,1.0,0.56,0.99,0.77,1.0,1.0,0.92,0.94,0.47,0.96,1.0,0.9,0.85,1.0
mobicents.csv,0.82,0.7,0.45,0.46,0.53,0.58,0.7,0.86,0.64,0.92,0.48,0.62,0.95,0.79,0.68,0.86,0.56,0.35
mp-rechnungs-und-kundenverwaltung.csv,0.8,0.45,0.55,0.64,0.45,0.17,0.51,0.5,0.2,0.98,0.92,0.19,0.12,0.64,0.07,0.62,0.3,0.85
openefm.csv,0.62,0.67,0.31,0.74,0.28,0.44,0.84,0.41,0.56,0.03,0.64,0.06,0.76,0.49,0.61,0.45,0.3,0.39
power-architect.csv,0.71,0.7,0.84,0.92,0.61,0.89,0.73,1.0,0.6,0.32,0.72,1.0,0.96,0.87,1.0,0.59,0.8,0.76
sidekar.csv,0.0,0.33,0.0,0.0,0.78,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
wheat.csv,0.38,0.42,0.14,0.31,0.27,0.44,0.36,0.41,0.56,0.03,0.44,0.25,0.88,0.36,0.71,0.69,0.57,0.2
yarp0.csv,0.67,0.58,0.47,0.87,0.66,0.75,0.5,0.59,0.32,0.86,0.92,0.56,0.57,0.89,0.64,0.76,0.59,0.48
