,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.21,0.15,0.14,0.41,0.05,0.0
google-web-toolkit.csv,0.54,0.51,0.23,0.23,0.01,0.19
open-data-kit.csv,0.5,0.46,0.0,0.51,0.46,0.42
qtractor.csv,0.0,0.34,0.18,0.15,0.3,0.31
quarkplayer.csv,0.08,0.0,0.23,0.22,0.03,0.1
zoolib.csv,0.29,0.32,0.2,0.0,0.1,0.0
