,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.25,0.18,0.11,0.42,0.06,1.0
google-web-toolkit.csv,0.29,0.73,0.49,0.55,0.99,0.5
open-data-kit.csv,0.57,0.64,1.0,0.77,0.47,0.83
qtractor.csv,0.96,0.18,0.24,0.26,0.32,0.5
quarkplayer.csv,0.0,0.91,0.08,0.06,0.02,0.17
zoolib.csv,0.29,0.27,0.14,0.9,0.16,0.0
