,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.92,0.96,0.93,0.89,0.95,0.83
google-web-toolkit.csv,0.76,0.56,0.55,0.89,0.5,0.73
open-data-kit.csv,0.5,0.54,0.45,0.71,0.57,0.52
qtractor.csv,0.48,0.48,0.65,0.77,0.56,0.55
quarkplayer.csv,0.5,0.9,0.94,0.99,0.89,0.86
zoolib.csv,0.93,0.98,0.95,0.97,0.98,0.0
