,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.35,0.11,0.18,0.15,0.11,1.0
google-web-toolkit.csv,0.33,0.16,0.6,0.27,0.99,0.29
open-data-kit.csv,0.57,0.16,1.0,0.22,0.53,0.27
qtractor.csv,0.98,0.06,0.35,0.18,0.42,0.21
quarkplayer.csv,0.0,0.95,0.13,0.04,0.05,0.15
zoolib.csv,0.37,0.09,0.23,0.93,0.26,0.0
