,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.67,0.98,0.6,0.63,0.35,0.47,0.38,0.49
emite.csv,0.53,0.42,0.75,0.66,0.24,0.53,0.33,0.95
irrlicht.csv,0.62,0.36,0.67,0.42,1.0,0.24,0.44,0.45
migen.csv,0.97,0.67,0.6,0.63,0.27,0.41,0.33,0.12
motu.csv,0.46,0.39,0.6,0.88,0.22,0.37,0.12,0.0
openxava.csv,0.55,0.21,1.0,0.1,0.33,0.5,0.43,0.12
truevision.csv,0.55,0.39,0.65,0.33,0.55,1.0,0.69,0.48
zoolib.csv,0.07,0.15,0.0,0.1,0.13,0.13,0.75,0.12
