,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.58,0.0,0.45,0.63,0.25,0.51,0.46,0.48
emite.csv,0.49,0.33,0.42,0.65,0.94,0.79,0.62,0.02
irrlicht.csv,0.72,0.26,0.53,0.87,0.0,0.94,0.86,0.32
migen.csv,0.02,0.42,0.2,0.35,0.18,0.31,0.18,0.25
motu.csv,0.14,0.29,0.15,0.0,0.16,0.11,0.1,0.05
openxava.csv,0.47,0.13,0.0,0.2,0.16,0.35,0.29,0.05
truevision.csv,0.79,0.88,0.47,0.91,0.27,0.01,0.46,0.82
zoolib.csv,0.02,0.08,0.15,0.11,0.18,0.0,0.01,0.05
