,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.74,1.0,0.21,0.41,0.32,1.0,0.12,0.39,1.0,0.31,0.21,1.0,0.2,1.0,0.33,0.12,0.31,0.04,0.87,0.33
badtrinity-zero.csv,0.05,0.0,0.17,0.33,0.33,0.0,0.79,0.45,0.56,0.75,0.96,0.77,0.08,0.0,0.02,0.58,0.48,0.0,0.23,0.62
boost.csv,0.23,0.32,0.4,0.32,0.53,0.23,0.51,0.35,0.44,0.26,0.23,0.34,0.53,0.17,0.6,0.5,0.5,0.24,0.47,0.39
critterding.csv,0.56,0.32,0.95,0.87,0.88,0.64,0.96,0.82,0.56,0.87,0.86,0.6,0.9,0.55,0.93,0.5,0.87,0.4,0.95,0.92
enzo.csv,0.83,0.83,0.48,0.96,0.7,0.77,0.92,0.55,1.0,0.9,0.88,0.92,0.56,0.59,0.8,0.92,0.52,0.28,0.9,0.93
etics.csv,0.4,0.49,0.19,0.34,0.46,0.46,0.18,0.32,0.44,0.41,0.3,0.31,0.6,0.17,0.49,0.25,0.58,0.12,0.39,0.38
fmri-dmt.csv,0.66,0.71,0.74,0.77,0.67,0.95,0.51,0.75,0.56,0.42,0.58,0.87,0.73,0.79,0.47,0.88,0.69,0.96,0.19,0.73
genecys.csv,0.69,0.88,0.9,0.49,0.81,0.59,0.62,0.82,0.22,0.78,0.81,0.8,0.59,1.0,0.44,0.88,0.89,0.84,0.85,0.38
gusanos.csv,0.41,0.73,0.48,0.2,0.18,0.76,0.08,0.32,0.67,0.64,0.08,0.69,0.11,0.24,0.11,0.08,0.27,0.0,0.5,0.28
kftpgrabber.csv,0.0,0.27,0.0,0.07,0.23,0.41,0.03,0.09,0.11,0.23,0.05,0.06,0.27,0.17,0.27,0.0,0.27,0.04,0.42,0.05
kvs.csv,0.28,0.34,0.29,0.27,0.05,0.25,0.17,0.29,0.11,0.17,0.18,0.25,0.15,0.31,0.38,0.17,0.06,0.16,0.89,0.32
mcore3d.csv,0.05,0.39,0.02,0.27,0.42,0.35,0.67,0.26,0.78,0.38,0.32,0.07,0.42,0.14,0.6,0.38,0.29,0.0,0.69,0.39
modplug.csv,0.7,0.63,0.95,0.67,0.91,0.74,0.75,0.72,0.56,0.81,0.86,0.69,0.98,0.62,0.96,0.33,0.82,0.24,0.81,0.81
monetdb.csv,0.43,0.34,0.0,0.16,0.35,0.15,0.12,0.07,0.11,0.26,0.19,0.37,0.34,0.07,0.31,0.0,0.32,0.04,0.11,0.19
ogrehg.csv,0.14,0.2,0.31,0.17,0.46,0.42,0.26,0.27,0.33,0.39,0.3,0.25,0.34,0.24,0.44,0.46,0.26,0.8,0.55,0.09
passwordsafe.csv,0.19,0.22,0.62,0.3,0.6,0.36,0.22,0.33,0.33,0.45,0.62,0.49,0.45,0.41,0.47,0.08,0.58,0.12,0.55,0.22
projecteqemu.csv,0.44,0.17,0.5,0.12,0.26,0.49,0.04,0.21,0.33,0.31,0.19,0.16,0.29,0.21,0.27,0.21,0.24,0.36,0.52,0.09
quarkplayer.csv,0.11,0.02,0.52,0.3,0.19,0.09,0.54,0.29,0.0,0.1,0.15,0.27,0.25,0.17,0.29,0.08,0.13,0.24,0.32,0.14
reactos-mirror.csv,0.26,0.46,0.98,0.44,0.65,0.41,0.57,0.67,0.56,0.46,0.55,0.27,0.59,0.66,0.51,0.42,0.44,0.4,0.66,0.36
xbplayer.csv,0.19,0.2,0.12,0.35,0.28,0.32,0.16,0.24,0.33,0.17,0.32,0.5,0.42,0.21,0.6,0.62,0.6,0.0,0.48,0.15
