,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.88,0.75,1.0,0.59,0.76,0.65,0.8,0.89,0.87,0.19,0.77,0.87,0.88,0.91,0.97,0.68
betoffice.csv,0.52,0.74,0.4,0.95,0.78,0.74,0.83,0.64,0.25,0.9,0.72,0.84,0.62,0.6,0.77,0.76
bionote.csv,0.36,0.8,0.2,0.14,0.25,0.04,0.17,0.31,0.24,0.25,0.15,0.53,1.0,0.55,0.43,0.47
bnetd.csv,0.86,1.0,0.95,0.36,0.45,0.43,0.44,1.0,0.72,0.41,0.64,0.99,0.88,0.98,0.83,0.79
elvishrayrenderer.csv,0.55,0.48,0.05,0.86,0.76,0.7,0.12,0.07,0.24,0.56,0.28,0.49,0.88,0.29,0.6,0.76
emisview.csv,0.21,0.0,0.25,0.36,0.4,0.83,0.17,0.16,0.54,0.0,0.64,0.38,0.62,0.15,0.47,0.0
hazelcast.csv,0.86,0.7,0.6,0.82,0.95,0.96,0.68,0.71,0.87,0.56,0.69,0.89,0.88,0.47,0.87,0.62
jitterbit.csv,0.95,0.97,0.6,0.82,0.91,0.65,0.34,0.27,0.72,0.22,0.92,0.48,0.75,0.65,0.87,0.62
jppf-project.csv,0.67,0.46,0.85,0.32,0.73,0.35,0.88,0.87,0.6,0.59,0.56,0.73,0.38,0.48,0.63,0.5
l2j.csv,0.62,0.67,0.35,0.59,0.58,0.7,0.66,0.51,0.83,0.42,0.54,0.54,1.0,0.81,0.63,0.47
megasquirtavr.csv,0.98,1.0,0.5,0.77,0.96,0.91,0.9,0.76,0.56,0.95,1.0,0.77,0.62,0.93,0.83,0.68
stajistics.csv,0.74,0.68,0.0,0.91,0.84,1.0,0.27,0.49,0.45,1.0,0.38,0.95,0.88,0.7,0.57,0.85
trackit.csv,0.12,0.0,0.35,0.18,0.11,0.17,0.54,0.09,0.46,0.16,0.33,0.02,0.0,0.02,0.1,0.0
wxlua.csv,0.24,0.77,0.65,0.77,0.2,0.17,0.41,0.0,0.48,0.92,0.92,0.39,0.5,0.55,0.2,0.62
x4x.csv,0.79,0.85,0.8,0.77,0.69,0.83,0.83,0.89,0.78,0.55,0.79,0.82,0.38,0.89,0.47,0.71
xharbour.csv,0.86,0.77,0.95,0.64,0.62,0.7,0.76,0.58,0.69,0.56,0.77,0.4,0.88,0.76,0.87,0.71
