,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.29,0.59,0.05,0.6,0.33,0.65,0.39,0.27,0.39,0.22,0.66,0.69,0.61,0.32,0.33,0.53
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.54,0.44,0.6
bionote.csv,0.41,0.79,0.24,0.17,0.29,0.05,0.2,0.33,0.28,0.29,0.18,0.43,0.96,0.53,0.47,0.49
bnetd.csv,0.29,0.0,0.3,0.4,0.44,0.47,0.44,0.0,0.61,0.45,0.67,0.0,0.64,0.05,0.38,0.52
elvishrayrenderer.csv,0.54,0.47,0.06,0.75,0.75,0.72,0.14,0.09,0.28,0.51,0.33,0.46,0.79,0.34,0.62,0.76
emisview.csv,0.24,0.0,0.29,0.41,0.45,0.78,0.2,0.19,0.58,0.0,0.61,0.38,0.64,0.18,0.51,0.0
hazelcast.csv,0.47,0.67,0.62,0.65,0.96,0.38,0.48,0.61,0.43,0.57,0.67,0.59,0.56,0.5,0.68,0.57
jitterbit.csv,0.0,0.69,0.48,0.72,0.35,0.58,0.38,0.31,0.73,0.26,0.24,0.52,0.52,0.55,0.58,0.61
jppf-project.csv,0.27,0.44,0.42,0.34,0.32,0.34,0.55,0.46,0.39,0.46,0.38,0.76,0.4,0.48,0.57,0.4
l2j.csv,0.48,0.65,0.4,0.59,0.63,0.63,0.53,0.53,0.62,0.46,0.58,0.44,0.41,0.76,0.59,0.48
megasquirtavr.csv,0.0,0.0,0.55,0.49,0.0,0.09,0.41,0.51,0.56,0.61,0.0,0.54,0.35,0.05,0.4,0.48
stajistics.csv,0.53,0.19,0.0,0.09,0.83,0.17,0.31,0.49,0.43,0.0,0.36,0.0,0.48,0.61,0.59,0.47
trackit.csv,0.14,0.0,0.34,0.21,0.13,0.2,0.55,0.11,0.48,0.19,0.3,0.02,0.0,0.02,0.12,0.0
wxlua.csv,0.28,0.35,0.44,0.39,0.22,0.2,0.42,0.0,0.5,0.72,0.13,0.39,0.49,0.47,0.24,0.5
x4x.csv,0.76,0.0,0.44,0.57,0.0,0.5,0.4,0.5,0.39,0.56,0.6,0.38,0.36,0.41,0.45,0.61
xharbour.csv,0.29,0.79,0.7,0.6,0.65,0.59,0.68,0.52,0.62,0.55,0.35,0.4,0.77,0.61,0.68,0.67
