,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.4,0.45,0.41,0.58,0.41
kmess.csv,0.77,0.59,0.61,0.61,0.5
minig.csv,0.85,0.48,0.56,0.65,0.48
rezilla.csv,0.71,0.37,0.34,0.39,0.4
webdriver.csv,0.92,0.51,0.85,0.64,0.54
