,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.12,0.53,0.56,0.23,0.5,0.76,0.0
gstreamer.csv,0.11,0.5,0.45,0.25,0.29,0.78,0.98
ifmo-game-1.csv,0.25,0.33,0.55,0.2,0.31,0.67,1.0
pi-qmc.csv,0.07,0.45,0.39,0.24,0.62,0.59,0.96
quarkplusplus.csv,0.13,0.56,0.51,0.56,0.67,0.79,0.88
xapian.csv,0.11,0.48,0.44,0.47,0.25,0.62,0.97
zemljanka.csv,0.12,0.43,0.43,0.23,0.28,0.56,1.0
