,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.91,0.58,0.74,1.06,0.35,0.75,0.62,0.95,0.35,0.7,0.63
emono.csv,0.96,0.77,0.89,0.84,0.6,0.74,0.83,0.78,0.59,0.81,0.51
haggle.csv,0.54,0.53,0.91,0.8,1.0,1.0,0.99,0.89,0.98,1.0,0.98
hannosset.csv,1.0,0.89,0.9,1.0,0.51,0.26,0.79,0.95,0.95,0.83,0.85
jas.csv,0.75,0.69,0.86,0.5,0.53,0.91,0.56,0.16,0.84,0.87,0.83
jgossipforum.csv,0.66,0.63,0.73,0.07,0.38,1.1,0.53,1.0,0.54,0.74,0.71
madman.csv,0.97,0.63,0.79,0.9,0.24,0.75,0.61,1.04,0.83,0.78,0.78
mediate.csv,0.71,0.61,0.6,0.61,0.65,0.84,0.65,0.52,0.51,0.6,0.67
ngl.csv,0.79,0.9,0.77,0.59,0.71,0.87,0.48,0.62,0.66,0.79,0.87
pustefix.csv,0.58,0.59,0.88,0.83,0.74,1.09,0.69,0.82,0.8,0.58,0.62
synecdoche.csv,0.7,0.88,0.71,0.91,0.9,0.58,0.88,0.98,0.62,0.42,0.98
