,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.18,0.68,0.56,0.01,0.48,0.12,0.56,0.06,0.77,0.47,0.56
emono.csv,0.36,0.61,0.65,0.05,0.28,0.19,0.65,0.12,0.64,0.49,0.72
haggle.csv,0.48,0.7,0.17,0.1,0.0,0.0,0.01,0.07,0.05,0.0,0.05
hannosset.csv,0.0,0.19,0.18,0.0,0.47,0.4,0.37,0.04,0.1,0.27,0.29
jas.csv,0.32,0.47,0.26,0.07,0.32,0.06,0.62,0.46,0.33,0.24,0.42
jgossipforum.csv,0.39,0.53,0.43,0.4,0.43,0.0,0.61,0.0,0.6,0.42,0.44
madman.csv,0.06,0.53,0.35,0.02,0.57,0.12,0.54,0.03,0.3,0.32,0.38
mediate.csv,0.33,0.55,0.65,0.07,0.3,0.09,0.49,0.18,0.63,0.52,0.49
ngl.csv,0.42,0.79,0.72,0.06,0.31,0.17,0.67,0.15,0.72,0.51,0.69
pustefix.csv,0.45,0.6,0.21,0.04,0.23,0.04,0.48,0.1,0.38,0.58,0.67
synecdoche.csv,0.35,0.21,0.49,0.02,0.27,0.21,0.24,0.03,0.52,0.65,0.79
