,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.63,0.47,0.37,0.08,1.0,0.36,0.31,0.6,0.72,0.22
chaperon.csv,0.0,0.2,0.08,1.0,0.95,0.33,0.33,0.38,0.93,0.16
geotools.csv,0.7,0.17,0.43,0.0,1.0,0.38,0.99,0.5,0.74,0.3
l2j.csv,0.67,0.5,0.33,0.1,0.96,0.63,0.37,0.69,1.0,0.31
mule.csv,0.98,0.55,0.3,0.14,1.0,0.44,0.46,0.61,0.83,0.33
nunit.csv,0.72,0.55,0.32,0.0,1.0,0.8,0.25,0.71,0.83,1.0
primefaces.csv,0.59,0.48,0.38,0.06,0.88,0.35,0.32,1.0,0.75,0.23
springside.csv,0.67,1.0,0.35,0.1,0.94,0.43,0.34,0.6,0.75,0.23
swtfox.csv,0.54,0.29,1.0,0.03,0.96,0.67,0.29,0.65,0.62,0.17
twostep.csv,0.63,0.29,0.31,0.08,0.96,1.0,0.38,0.49,0.77,0.33
