,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.9,0.48,0.95,0.71,0.0,0.98,0.88,0.7,0.72,0.92
chaperon.csv,0.0,0.04,0.17,0.0,0.25,0.09,0.02,0.19,0.01,0.17
geotools.csv,0.15,0.05,0.18,0.1,0.0,0.11,0.0,0.11,0.07,0.15
l2j.csv,0.55,0.27,0.71,0.19,0.25,0.16,0.34,0.41,0.0,0.3
mule.csv,0.03,0.1,0.35,0.12,0.0,0.42,0.24,0.26,0.13,0.22
nunit.csv,0.28,0.05,0.29,0.12,0.0,0.04,0.22,0.07,0.22,0.0
primefaces.csv,0.82,0.48,0.94,0.67,1.0,0.98,0.67,0.0,0.62,0.7
springside.csv,0.51,0.0,0.74,0.56,0.5,0.56,0.63,0.63,0.33,0.54
swtfox.csv,0.5,0.83,0.0,0.79,0.25,0.02,0.59,0.63,0.5,0.47
twostep.csv,0.59,0.75,0.48,0.5,0.25,0.0,0.4,0.78,0.37,0.37
