,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.81,1.0,0.56
google-caja.csv,0.09,1.0,0.52,0.7
itext.csv,0.12,0.42,0.25,0.96
plee-the-bear.csv,0.98,0.58,0.38,0.59
