,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.43,0.38,0.45,0.59
google-caja.csv,0.65,0.35,0.73,0.4
itext.csv,0.99,0.7,0.89,0.42
plee-the-bear.csv,0.97,0.55,0.59,0.57
