,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.78,1.0,0.54
google-caja.csv,0.05,1.0,1.0,0.69
itext.csv,0.08,0.91,1.0,0.97
plee-the-bear.csv,1.0,0.72,0.88,0.57
