,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.94,0.7,0.0,0.57
google-caja.csv,0.37,0.0,0.0,0.37
itext.csv,0.17,0.07,0.0,0.03
plee-the-bear.csv,0.0,0.56,0.22,0.53
