,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.38,0.55,0.45,0.65,0.64,0.74,0.7,0.7,0.69,0.66,0.7,0.7
autowikibrowser.csv,0.66,0.74,0.61,0.66,0.66,0.59,0.65,0.58,0.67,0.69,0.82,0.69
cities3d.csv,0.0,0.55,0.21,0.56,0.2,0.7,0.65,0.0,0.31,0.53,0.68,0.0
firebird.csv,0.46,0.61,0.62,0.68,0.57,0.72,0.71,0.57,0.63,0.69,0.72,0.67
hydrogen.csv,0.67,0.0,0.0,0.0,0.24,0.35,0.77,0.24,0.0,0.0,0.0,0.58
lphant.csv,0.78,0.68,0.58,0.62,0.65,0.68,0.77,0.44,0.7,0.76,0.8,0.69
qgo.csv,0.49,0.87,0.5,0.68,0.65,0.42,0.76,0.58,0.13,0.5,0.67,0.69
quickfast.csv,0.54,0.65,0.5,0.51,0.34,0.49,0.72,0.51,0.47,0.24,0.77,0.81
rhex.csv,0.88,0.66,0.45,0.49,0.37,0.58,0.59,0.23,0.06,0.36,0.57,0.48
rocrail.csv,0.74,0.63,0.54,0.42,0.6,0.64,0.75,0.52,0.53,0.62,0.8,0.41
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0
yield.csv,0.54,0.7,0.67,0.52,0.72,0.0,0.61,0.41,0.58,0.69,0.7,0.39
