,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.4,0.57,1.0,0.25,0.3,0.35
bullet.csv,0.87,0.78,0.91,1.0,0.87,0.93
openintents.csv,0.1,0.91,0.73,0.42,0.61,0.65
pokenetonline.csv,1.0,0.91,1.0,0.81,0.96,1.0
tktoolkit.csv,0.33,0.13,0.23,0.24,0.83,0.2
zealos.csv,0.97,0.43,0.59,0.42,0.61,0.45
