,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.28,0.64,0.0,0.24,0.32,0.36
bullet.csv,0.84,0.67,0.76,0.0,0.93,0.8
openintents.csv,0.5,0.0,0.59,0.24,0.67,0.4
pokenetonline.csv,0.99,0.76,0.89,0.71,0.99,0.0
tktoolkit.csv,0.26,0.21,0.43,0.24,0.0,0.48
zealos.csv,0.01,0.42,0.63,0.33,0.59,0.4
