,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.4,0.64,0.59,0.67
n2cms.csv,0.77,0.71,0.47,1.0
nassp.csv,0.17,0.29,0.29,0.83
nug.csv,0.92,0.36,0.82,0.58
