,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,93.5,280.5,526.0,281.5
n2cms.csv,99.0,282.5,529.0,461.5
nassp.csv,93.5,185.0,253.5,182.0
nug.csv,99.0,283.0,191.0,862.0
