,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.74,0.59,0.51,0.96,0.79,0.93,0.74,0.83,0.77,0.74,0.05,0.85
archive-crawler.csv,0.75,0.84,0.48,0.92,0.44,0.62,0.72,0.63,0.82,0.04,0.93,0.92
blue-c.csv,0.69,0.71,0.56,0.92,0.71,0.0,0.63,0.61,0.7,0.72,0.66,0.84
dynalloy.csv,0.89,0.02,0.97,0.97,0.89,0.88,0.82,0.85,0.65,0.72,0.91,0.88
jcae.csv,0.97,0.98,0.0,1.0,1.0,1.0,0.95,1.0,0.97,1.0,0.81,1.0
kmatplot.csv,0.03,0.75,0.9,0.82,0.67,0.72,0.77,0.77,0.75,0.85,0.95,0.52
mscore.csv,0.57,0.73,0.63,0.72,0.43,0.49,0.01,0.58,0.65,0.7,0.61,0.62
nosleepsoftware.csv,0.66,0.97,0.77,0.0,0.8,1.03,0.68,0.91,0.97,0.82,0.93,0.58
openmalaria.csv,0.57,0.76,0.68,0.72,0.54,0.38,0.54,0.05,0.63,0.64,0.81,0.78
popeye-chess.csv,0.56,0.7,0.56,0.49,0.04,0.62,0.52,0.49,0.58,0.64,0.88,0.62
riff-evolve.csv,0.77,0.72,0.55,0.98,0.95,0.54,0.53,0.5,0.04,0.79,0.49,0.93
virtuoso.csv,0.66,0.85,0.84,0.98,0.72,1.0,0.62,0.78,0.88,0.82,0.5,0.19
