,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.52,0.71,0.56,0.38,0.6,0.83,0.36,0.67,0.71,0.65,0.95,0.17
archive-crawler.csv,0.34,0.17,0.56,0.12,0.8,0.4,0.29,0.38,0.22,0.96,0.1,0.1
blue-c.csv,0.93,0.71,0.89,0.38,0.91,1.0,0.63,0.6,0.78,0.61,0.71,0.88
dynalloy.csv,0.28,0.98,0.11,0.44,0.8,0.63,0.55,0.55,0.38,0.48,0.29,0.69
jcae.csv,0.03,0.02,1.0,0.0,0.0,0.0,0.05,0.0,0.03,0.0,0.19,0.0
kmatplot.csv,0.97,0.29,0.11,0.19,0.34,0.3,0.24,0.24,0.27,0.22,0.05,0.6
mscore.csv,0.72,0.31,1.0,0.38,0.69,0.53,0.99,0.48,0.48,0.57,0.57,0.55
nosleepsoftware.csv,0.34,0.04,0.33,1.0,0.23,0.07,0.35,0.1,0.03,0.22,0.1,0.57
openmalaria.csv,0.79,0.63,1.0,0.44,0.49,0.7,0.77,0.95,0.62,0.74,0.67,0.38
popeye-chess.csv,0.72,0.42,0.78,0.62,0.97,0.47,0.5,0.6,0.51,0.48,0.57,0.67
riff-evolve.csv,0.62,0.37,0.78,0.06,0.06,0.5,0.56,0.71,0.96,0.26,0.71,0.14
virtuoso.csv,0.93,0.75,1.0,1.0,0.29,1.0,0.78,0.86,0.87,0.74,0.81,0.81
