,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.25,0.4,0.09,0.45,0.36,0.71,0.01
l2j.csv,0.0,0.35,0.25,0.6,0.23,0.82,0.0
libmesh.csv,0.14,0.08,0.0,0.19,0.56,0.48,0.0
mvdsv.csv,0.22,0.0,0.75,0.79,0.2,1.0,0.0
nova.csv,0.5,0.19,0.0,0.25,0.42,0.77,0.01
proftp.csv,0.0,0.19,0.0,0.73,0.38,0.84,0.0
