,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.4,0.52,0.16,0.62,0.53,0.73,0.02
l2j.csv,0.0,0.38,0.29,0.69,0.26,0.82,0.0
libmesh.csv,0.1,0.06,0.0,0.13,0.57,0.16,0.0
mvdsv.csv,0.26,0.0,0.86,0.5,0.06,0.01,0.0
nova.csv,0.61,0.3,0.0,0.11,0.42,0.32,0.03
proftp.csv,0.0,0.3,0.0,0.76,0.18,0.15,0.0
