,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.68,0.63,0.65,0.72,0.81,0.26,0.79,0.93,0.78,0.91,0.68,0.93,0.63,0.66,0.95,0.76,1.06,1.01
boost-sandbox.csv,0.6,0.83,0.69,0.78,0.68,0.56,0.52,0.91,0.78,0.53,0.97,0.78,0.8,0.8,0.43,0.73,0.65,1.02
clamav.csv,0.58,0.73,0.54,0.51,0.51,0.28,0.54,0.9,0.73,0.93,0.79,0.86,0.35,0.7,0.35,0.62,0.62,0.43
co-ode-owl-plugins.csv,0.71,0.71,0.59,0.64,0.66,0.64,0.49,0.29,0.8,0.75,0.92,0.82,0.7,0.6,0.88,0.68,0.87,0.79
etherboot.csv,0.95,0.64,1.0,0.9,0.9,0.94,0.83,0.94,0.58,0.98,0.5,0.8,1.0,1.0,1.0,0.6,1.0,1.01
freebios.csv,0.82,0.68,0.76,0.95,0.86,0.99,0.91,0.49,0.74,0.78,0.9,0.33,0.91,0.7,0.68,0.73,0.64,0.65
frogatto.csv,0.82,0.6,0.98,0.51,0.56,0.58,0.78,1.04,0.78,0.84,0.9,0.77,0.5,0.83,1.0,0.41,0.73,0.36
glelite.csv,0.86,0.69,1.0,0.63,0.75,0.93,0.97,1.0,0.94,0.8,0.63,0.89,0.97,0.97,0.99,0.77,0.98,0.04
jasperreports.csv,0.75,0.98,0.91,0.91,0.78,0.52,0.96,1.18,0.75,0.67,1.02,0.8,0.94,0.72,0.14,0.86,0.92,1.11
konversation.csv,0.81,0.43,0.84,0.7,0.66,0.78,0.24,0.74,0.65,0.59,0.97,0.78,0.9,0.73,0.29,0.81,0.82,1.06
miranda-icq.csv,0.65,0.69,0.7,0.58,0.58,1.0,0.43,0.96,0.68,0.68,0.77,0.77,0.53,0.54,0.37,0.73,0.84,0.94
olap-navigator.csv,0.66,0.17,0.59,0.68,0.71,0.74,0.56,1.14,0.55,0.63,0.96,0.83,0.79,0.79,0.39,0.55,1.05,0.66
pclasses.csv,0.25,0.61,0.84,0.59,0.58,1.0,0.41,0.71,0.91,0.8,0.69,0.92,0.57,1.0,0.58,0.6,0.79,0.89
plato.csv,0.86,0.92,1.0,0.92,0.91,1.0,0.94,0.83,1.0,1.0,0.29,0.85,0.96,1.0,0.99,1.0,0.99,0.67
re2c.csv,0.85,0.73,0.02,0.78,0.77,1.0,0.92,0.37,0.81,0.79,0.81,0.59,0.77,0.85,1.0,0.91,0.55,0.64
rebecca-aiml.csv,0.92,0.69,0.48,0.71,0.63,0.8,0.53,0.83,0.61,0.8,0.66,0.64,0.59,0.81,0.6,0.51,0.23,0.47
tzod.csv,0.8,0.75,0.7,0.52,0.46,0.54,0.68,1.05,0.71,0.81,0.9,0.67,0.6,0.69,0.75,0.61,1.03,0.27
wxcrp.csv,0.68,0.73,1.0,0.69,0.57,0.98,0.58,0.67,1.0,0.99,0.59,0.92,0.58,0.68,0.94,0.68,1.03,0.67
