,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.27,0.84,0.2,0.38,0.42,0.84,0.25,0.16,0.45,0.77,0.57,0.41,0.58,0.41,0.1,0.38,0.28,0.93
boost-sandbox.csv,0.35,0.75,0.24,0.53,0.4,0.62,0.32,0.16,0.27,0.73,0.66,0.42,0.42,0.25,0.24,0.64,0.39,0.37
clamav.csv,0.33,0.42,0.3,0.55,0.51,0.84,0.28,0.11,0.35,0.13,0.78,0.33,0.68,0.42,0.22,0.53,0.46,0.73
co-ode-owl-plugins.csv,0.24,0.45,0.23,0.45,0.38,0.56,0.33,0.68,0.25,0.51,0.2,0.41,0.41,0.4,0.1,0.51,0.47,0.73
etherboot.csv,0.25,0.83,0.0,0.17,0.17,0.69,0.23,0.1,0.43,0.04,0.77,0.31,0.53,0.0,0.0,0.6,0.0,0.92
freebios.csv,0.24,0.56,0.2,0.28,0.31,0.38,0.1,0.38,0.31,0.67,0.8,0.77,0.33,0.33,0.11,0.57,0.43,0.61
frogatto.csv,0.24,0.66,0.17,0.61,0.55,0.67,0.24,0.15,0.42,0.65,0.8,0.43,0.57,0.41,0.1,0.71,0.39,0.93
glelite.csv,0.27,0.48,0.19,0.56,0.5,0.74,0.22,0.13,0.42,0.53,0.92,0.65,0.51,0.41,0.1,0.67,0.39,0.98
jasperreports.csv,0.3,0.72,0.12,0.48,0.48,0.66,0.22,0.11,0.44,0.79,0.81,0.54,0.46,0.36,0.44,0.36,0.13,0.67
konversation.csv,0.18,0.72,0.2,0.38,0.42,0.35,0.53,0.27,0.38,0.65,0.38,0.35,0.17,0.33,0.27,0.32,0.27,0.3
miranda-icq.csv,0.28,0.64,0.21,0.51,0.47,0.74,0.35,0.09,0.38,0.71,0.66,0.41,0.56,0.46,0.21,0.41,0.28,0.5
olap-navigator.csv,0.27,0.9,0.24,0.53,0.4,0.4,0.29,0.14,0.46,0.72,0.68,0.46,0.29,0.26,0.21,0.59,0.18,0.51
pclasses.csv,0.6,0.6,0.15,0.52,0.47,0.0,0.36,0.24,0.14,0.35,0.65,0.15,0.53,0.0,0.13,0.54,0.32,0.2
plato.csv,0.31,0.59,0.19,0.51,0.45,0.73,0.22,0.28,0.42,0.84,0.9,0.67,0.48,0.4,0.1,0.66,0.45,0.98
re2c.csv,0.16,0.5,0.92,0.38,0.29,0.36,0.08,0.55,0.24,0.43,0.42,0.56,0.31,0.23,0.01,0.67,0.51,0.53
rebecca-aiml.csv,0.1,0.64,0.29,0.48,0.5,0.33,0.29,0.18,0.41,0.57,0.82,0.49,0.49,0.34,0.12,0.73,0.76,0.7
tzod.csv,0.18,0.42,0.18,0.55,0.56,0.77,0.22,0.12,0.42,0.45,0.61,0.49,0.59,0.42,0.11,0.54,0.28,0.84
wxcrp.csv,0.34,0.67,0.19,0.5,0.47,0.05,0.26,0.34,0.42,0.77,0.77,0.56,0.5,0.4,0.09,0.49,0.3,0.98
