,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,1.0,0.28,0.77,0.47,0.8,0.84,0.24,0.3,0.29,0.09,0.12,0.38,0.79,0.05,0.19,0.38,0.37,0.98,0.02
autofac.csv,0.97,0.4,1.0,0.75,0.59,0.74,0.42,0.32,0.57,0.09,0.11,0.3,0.75,0.07,0.13,0.7,0.24,0.98,0.0
avisynth2.csv,1.0,0.47,0.91,0.5,0.0,1.0,0.5,0.33,0.67,0.0,0.0,0.26,0.73,0.6,0.0,0.67,0.37,1.0,0.0
azureus.csv,1.0,0.39,0.73,0.46,0.49,0.75,0.29,0.34,0.39,0.08,0.16,0.58,0.78,0.05,0.11,0.37,0.3,0.97,0.05
dsworkbench.csv,1.0,0.65,0.86,0.75,0.71,0.86,0.0,0.39,0.53,0.18,0.25,0.15,0.9,0.04,0.5,0.48,0.33,0.99,0.0
forester-atv.csv,0.98,0.6,0.79,0.5,0.73,0.7,0.4,0.62,0.48,0.11,0.19,0.27,0.69,0.12,0.25,0.43,0.22,0.92,0.0
freelords.csv,0.98,0.42,0.84,0.54,0.52,0.81,0.45,0.38,0.43,0.11,0.23,0.27,0.8,0.06,0.2,0.54,0.31,0.95,0.05
gabel.csv,1.0,0.47,0.9,1.0,0.77,0.8,0.55,0.33,0.62,0.32,0.12,0.51,0.75,0.08,0.15,0.67,0.33,0.98,0.06
geotools.csv,0.98,0.44,0.75,0.54,0.56,0.81,0.39,0.31,0.44,0.09,0.23,0.29,0.75,0.07,0.29,0.57,0.45,0.95,0.09
google-collections.csv,1.0,0.39,0.76,0.47,0.56,0.74,0.29,0.35,0.39,0.08,0.19,0.27,0.73,0.05,0.12,0.37,0.28,0.96,0.06
jpaul.csv,0.97,0.47,0.74,0.6,0.0,0.45,0.58,0.32,0.44,0.2,0.16,0.25,0.69,0.09,0.2,0.71,0.26,1.0,0.0
mycila.csv,0.97,0.48,0.79,0.46,0.54,0.74,0.25,0.31,0.35,0.1,0.38,0.31,0.73,0.02,0.12,0.26,0.33,0.94,0.07
neodatis-odb.csv,0.9,0.41,0.89,0.48,0.67,0.7,0.2,0.63,0.67,0.0,0.57,0.36,0.75,0.06,0.23,0.67,0.24,0.97,0.0
octet.csv,0.96,0.38,0.78,0.42,0.6,0.8,0.28,0.49,0.47,0.09,0.19,0.24,0.75,0.05,0.33,0.49,0.34,0.97,0.07
pokenetonline.csv,1.0,0.4,0.77,0.47,0.57,0.76,0.28,0.36,0.45,0.08,0.2,0.28,0.9,0.05,0.12,0.37,0.3,0.96,0.08
rcp-company-uibindings.csv,1.0,0.43,0.81,0.58,0.5,0.78,0.44,0.28,0.42,0.09,0.26,0.37,0.87,0.09,0.09,0.58,0.37,1.0,0.05
scenemonitor.csv,1.0,0.42,0.77,0.67,0.7,0.92,0.6,0.3,0.71,0.14,0.22,0.31,0.7,0.0,0.5,0.51,0.34,0.97,0.08
thedata.csv,0.97,0.52,0.84,0.48,0.43,0.72,0.24,0.37,0.36,0.07,0.23,0.27,0.75,0.03,0.1,0.27,0.26,0.95,0.44
twostep.csv,1.0,0.49,0.78,0.49,0.68,0.8,0.48,0.32,0.57,0.15,0.23,0.35,0.77,0.05,0.25,0.76,0.34,0.98,0.03
