,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.18,0.38,0.66,0.55,0.55,0.65,0.29,0.65,0.2,0.5,0.2,0.18,0.45,1.0,0.57,0.92,0.81,0.46,0.25
autofac.csv,0.48,0.81,0.14,0.72,0.27,0.47,0.65,0.7,0.2,0.62,0.4,0.66,0.35,1.0,0.57,0.62,0.4,0.66,0.0
avisynth2.csv,0.21,0.27,0.2,0.14,0.0,0.03,0.12,0.03,0.1,0.0,0.0,0.27,0.13,1.0,0.0,0.08,0.12,0.05,0.0
azureus.csv,0.8,1.0,0.72,0.97,0.48,1.0,1.0,0.95,0.75,1.0,0.7,0.73,0.75,1.0,0.86,1.0,0.94,0.98,0.75
dsworkbench.csv,0.35,0.77,0.74,0.31,0.28,0.3,0.0,0.19,0.45,0.25,0.1,0.2,0.15,0.67,0.14,0.5,0.35,0.3,0.0
forester-atv.csv,0.68,0.69,0.44,0.28,0.13,0.35,0.59,0.14,0.8,0.25,0.4,0.88,0.7,1.0,0.29,0.23,0.26,0.46,0.0
freelords.csv,0.78,1.0,0.76,0.72,0.53,0.68,0.76,0.76,0.95,0.88,0.8,0.96,0.27,1.0,0.57,0.73,0.88,0.74,0.25
gabel.csv,0.02,0.62,0.38,0.24,0.33,0.2,0.65,0.51,0.25,0.88,0.2,0.38,0.65,0.33,0.29,0.08,0.35,0.26,0.5
geotools.csv,0.71,0.88,0.66,0.69,0.63,0.43,0.53,0.62,0.6,0.62,0.5,0.86,0.82,1.0,0.29,0.81,0.62,0.58,0.75
google-collections.csv,0.81,0.96,1.0,1.0,1.0,0.99,1.0,1.0,0.95,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.4,0.69,0.64,0.31,0.0,0.06,0.88,0.32,0.35,0.75,0.5,0.48,0.3,1.0,0.43,0.38,0.47,0.15,0.0
mycila.csv,0.9,0.38,0.84,0.86,0.87,0.54,0.53,0.41,0.8,1.0,0.8,0.66,0.63,0.33,0.71,0.5,0.58,0.49,1.0
neodatis-odb.csv,0.22,0.69,0.16,0.34,0.1,0.09,0.24,0.7,0.3,0.0,0.4,0.23,0.1,0.67,0.43,0.08,0.15,0.61,0.0
octet.csv,0.57,0.58,0.42,0.59,0.25,0.25,0.47,0.49,0.4,0.38,0.4,0.5,0.25,1.0,0.71,0.92,0.46,0.73,0.25
pokenetonline.csv,0.56,1.0,1.0,0.97,1.0,0.91,0.88,0.97,0.9,1.0,0.8,0.98,0.72,1.0,1.0,1.0,1.0,0.95,1.0
rcp-company-uibindings.csv,0.65,0.77,0.84,0.48,0.33,0.66,0.65,0.49,0.4,0.38,0.5,0.64,0.22,0.67,0.29,0.73,0.62,0.86,0.25
scenemonitor.csv,0.25,0.54,0.96,0.48,0.5,0.43,0.53,0.54,0.75,0.88,0.6,0.82,0.82,0.0,0.29,0.73,0.47,0.4,1.0
thedata.csv,0.82,0.85,0.54,0.79,0.43,0.61,0.65,0.65,0.9,0.5,0.8,0.73,0.3,0.33,0.57,0.5,0.51,0.72,1.0
twostep.csv,0.02,0.96,0.76,0.83,0.35,0.42,0.59,0.62,0.8,1.0,0.9,0.75,0.8,0.67,0.57,0.85,0.73,0.51,0.25
