,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.22,0.37,0.58,0.53,0.59,0.65,0.32,0.45,0.23,0.51,0.23,0.21,0.49,0.09,0.59,0.42,0.69,0.5,0.25
autofac.csv,0.48,0.5,0.17,0.73,0.31,0.48,0.65,0.5,0.24,0.58,0.36,0.61,0.39,0.76,0.55,0.65,0.42,0.67,0.0
avisynth2.csv,0.25,0.31,0.24,0.17,0.0,0.04,0.15,0.04,0.12,0.0,0.0,0.31,0.16,0.99,0.0,0.1,0.15,0.06,0.0
azureus.csv,0.83,0.0,0.46,0.0,0.46,0.17,0.0,0.05,0.56,0.09,0.36,0.74,0.67,0.3,0.0,0.0,0.44,0.67,0.42
dsworkbench.csv,0.4,0.76,0.71,0.36,0.32,0.34,0.0,0.22,0.49,0.29,0.12,0.23,0.18,0.48,0.17,0.53,0.39,0.35,0.0
forester-atv.csv,0.63,0.69,0.47,0.32,0.16,0.38,0.6,0.17,0.7,0.29,0.43,0.5,0.51,0.9,0.33,0.27,0.29,0.27,0.0
freelords.csv,0.7,0.36,0.71,0.64,0.5,0.65,0.72,0.61,0.57,0.71,0.64,0.33,0.31,0.54,0.59,0.71,0.54,0.32,0.29
gabel.csv,0.02,0.6,0.43,0.28,0.38,0.24,0.67,0.49,0.29,0.87,0.23,0.43,0.61,0.37,0.33,0.1,0.39,0.3,0.5
geotools.csv,0.65,0.62,0.54,0.63,0.56,0.47,0.55,0.49,0.58,0.58,0.52,0.61,0.65,0.7,0.34,0.77,0.63,0.49,0.69
google-collections.csv,0.84,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.21,0.48,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.42,0.64,0.53,0.35,0.0,0.07,0.85,0.36,0.39,0.75,0.47,0.48,0.34,0.83,0.47,0.43,0.47,0.18,0.0
mycila.csv,0.0,0.42,0.63,0.39,0.24,0.52,0.48,0.43,0.23,0.62,0.78,0.62,0.58,0.33,0.54,0.37,0.57,0.43,0.47
neodatis-odb.csv,0.0,0.58,0.19,0.38,0.12,0.11,0.27,0.72,0.35,0.0,0.45,0.27,0.12,0.62,0.47,0.1,0.18,0.58,0.0
octet.csv,0.0,0.53,0.45,0.49,0.29,0.29,0.47,0.52,0.44,0.42,0.43,0.49,0.29,0.43,0.73,0.76,0.49,0.63,0.29
pokenetonline.csv,0.61,0.09,0.24,0.13,0.17,0.5,0.2,0.27,0.65,0.21,0.55,0.4,0.73,0.0,0.0,0.0,0.3,0.35,0.57
rcp-company-uibindings.csv,0.7,0.6,0.68,0.51,0.36,0.61,0.65,0.45,0.43,0.42,0.53,0.63,0.26,0.67,0.32,0.72,0.61,0.88,0.29
scenemonitor.csv,0.29,0.54,0.4,0.52,0.53,0.48,0.57,0.48,0.76,0.77,0.58,0.65,0.45,0.0,0.34,0.7,0.5,0.44,0.57
thedata.csv,0.0,0.75,0.56,0.54,0.39,0.52,0.42,0.58,0.0,0.48,0.64,0.57,0.34,0.36,0.45,0.4,0.49,0.0,0.98
twostep.csv,0.02,0.71,0.59,0.56,0.39,0.46,0.61,0.51,0.76,0.84,0.63,0.69,0.69,0.58,0.6,0.85,0.64,0.54,0.28
