,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.32,0.53,0.47,0.48,0.56,0.54,0.85,0.94
aime.csv,0.83,1.0,0.89,1.0,0.39,0.77,0.91,1.0
badtrinitycore.csv,1.0,0.99,0.63,0.26,0.68,0.43,0.67,0.78
electric-core.csv,0.75,0.66,0.43,0.53,0.78,0.65,0.75,0.7
geochat.csv,0.68,1.0,0.95,1.0,0.83,0.92,0.97,0.54
mumble.csv,0.88,0.95,0.83,0.89,0.53,0.24,0.81,0.62
olsrd.csv,0.71,0.33,0.61,0.51,0.6,0.62,0.72,0.6
t-2.csv,0.72,0.58,0.75,0.68,0.95,0.58,0.39,0.7
