,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.81,0.72,0.61,0.6,0.57,0.64,0.26,0.07
aime.csv,0.65,1.0,0.29,0.0,0.79,0.24,0.11,0.0
badtrinitycore.csv,0.0,0.01,0.42,0.83,0.43,0.68,0.35,0.23
electric-core.csv,0.92,0.9,0.64,0.66,0.86,0.72,0.91,0.57
geochat.csv,0.54,1.0,0.49,0.13,0.21,0.08,0.03,0.5
mumble.csv,0.96,1.0,0.36,0.11,0.93,0.84,0.23,0.6
olsrd.csv,1.0,0.74,0.5,0.64,0.64,0.96,0.66,0.57
t-2.csv,0.35,0.5,0.36,0.51,0.79,0.6,0.65,0.67
