,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.5,0.48,0.36,0.1,0.45,0.21,0.23,0.26,0.36,0.21,0.25,0.15,0.57,0.54,0.47,0.24,0.23,0.64,0.21
alpine.csv,0.53,0.5,0.62,0.3,0.16,0.47,0.29,0.23,0.23,0.6,0.4,0.3,0.15,0.57,0.65,0.39,0.16,0.31,0.75,0.59
enzo.csv,0.62,0.52,0.64,0.22,0.16,0.59,0.19,0.23,0.11,0.71,0.9,0.13,0.21,0.52,0.84,0.39,0.89,0.22,0.75,0.61
flylinkdc.csv,0.62,0.58,0.6,0.25,0.14,0.56,0.22,0.23,0.1,0.71,0.64,0.18,0.14,0.55,0.56,0.38,0.53,0.19,0.67,0.61
fw4spl.csv,0.53,0.44,0.29,0.25,0.16,0.44,0.2,0.34,0.13,0.31,0.67,0.12,0.21,0.3,0.51,0.35,0.78,0.35,0.57,0.59
grisbi.csv,0.64,0.47,0.64,0.22,0.16,0.54,0.19,0.23,0.24,0.63,0.9,0.2,0.21,0.58,0.51,0.38,0.86,0.22,0.71,0.61
jcae.csv,0.0,0.45,0.44,0.16,0.1,0.34,0.51,0.27,0.0,0.41,0.54,0.35,0.17,0.33,0.19,0.45,0.02,0.3,0.45,0.04
jcl.csv,0.67,0.28,0.58,0.28,0.16,0.51,0.29,0.2,0.26,0.5,0.35,0.15,0.26,0.32,0.56,0.23,0.46,0.41,0.39,0.55
libarchive.csv,0.52,0.5,0.53,0.26,0.22,0.54,0.21,0.25,0.14,0.58,0.9,0.2,0.16,0.56,0.46,0.43,0.69,0.22,0.79,0.68
mimosa.csv,0.62,0.43,0.66,0.26,0.16,0.56,0.24,0.25,0.25,0.75,0.61,0.18,0.2,0.39,0.79,0.42,0.69,0.29,0.56,0.58
n2cms.csv,0.63,0.45,0.66,0.26,0.22,0.69,0.23,0.25,0.21,0.44,0.89,0.16,0.16,0.29,0.43,0.39,0.8,0.25,0.67,0.62
nabu-library.csv,0.59,0.35,0.37,0.29,0.22,0.36,0.13,0.25,0.24,0.24,0.0,0.15,0.0,0.27,0.85,0.4,0.76,0.23,0.51,0.23
net-snmp.csv,0.64,0.42,0.59,0.18,0.16,0.49,0.17,0.27,0.15,0.52,0.89,0.16,0.16,0.49,0.28,0.31,0.44,0.15,0.6,0.53
ossbuild.csv,0.57,0.44,0.56,0.29,0.14,0.53,0.5,0.19,0.49,0.59,0.26,0.17,0.15,0.54,0.41,0.39,0.28,0.43,0.44,0.49
quickfast.csv,0.61,0.47,0.6,0.24,0.14,0.55,0.21,0.27,0.14,0.62,0.9,0.17,0.33,0.43,0.64,0.41,0.89,0.22,0.77,0.57
tcvp.csv,0.0,0.0,0.09,0.0,0.0,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.4,0.08,0.59,0.0,0.0,0.0,0.12,0.0
vdsf.csv,0.57,0.36,0.69,0.22,0.27,0.56,0.1,0.09,0.24,0.55,0.9,0.13,0.24,0.52,0.53,0.28,0.88,0.14,0.66,0.55
virtuoso.csv,0.62,0.41,0.56,0.23,0.22,0.57,0.19,0.22,0.17,0.52,0.9,0.15,0.2,0.5,0.67,0.5,0.89,0.22,0.39,0.41
xbrlapi.csv,0.16,0.23,0.68,0.12,0.0,0.37,0.15,0.24,0.0,0.59,0.6,0.26,0.0,0.14,0.28,0.0,0.16,0.12,0.29,0.0
yarp.csv,0.38,0.34,0.37,0.26,0.2,0.38,0.17,0.08,0.0,0.4,0.09,0.33,0.11,0.62,0.52,0.0,0.69,0.18,0.37,0.08
