,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,1.0,0.0,0.0,0.98,0.06,0.0,1.0,0.88,1.0,0.0,1.0,0.28,0.0,1.0,1.0,1.0,0.0,0.05,1.0
fbmanager.csv,0.23,0.08,0.0,0.0,0.11,0.01,0.0,0.51,0.14,0.24,0.07,0.3,0.06,0.0,0.2,0.0,0.82,0.0,0.0,0.09
fleet-simulator.csv,0.94,0.36,1.0,0.67,0.8,0.76,1.0,0.55,0.83,0.98,1.0,1.0,0.67,0.88,0.61,0.0,0.58,0.79,0.95,0.39
hannosset.csv,0.13,0.28,0.25,0.08,0.06,0.25,0.14,0.08,0.17,0.14,0.0,0.22,0.11,0.03,0.19,0.12,0.42,0.16,0.37,0.63
hydrate.csv,0.06,0.39,0.25,0.36,0.63,0.17,0.79,0.41,0.41,0.22,0.79,0.13,0.39,0.62,0.27,0.0,0.02,0.58,0.32,0.09
jgossipforum.csv,0.19,0.11,0.12,0.13,0.23,0.48,0.5,0.07,0.21,0.22,0.5,0.42,0.5,0.26,0.12,0.0,0.02,0.26,0.05,0.06
jruby.csv,0.29,0.64,0.38,0.24,0.83,0.3,0.71,0.62,0.8,0.24,0.86,0.14,0.0,0.4,0.16,0.12,0.95,0.42,0.84,0.5
madman.csv,0.19,0.51,0.0,0.47,0.28,0.42,0.36,0.07,0.33,0.2,0.0,0.29,0.11,0.25,0.12,0.12,0.38,0.37,0.21,0.33
mediaportal.csv,0.03,0.05,0.0,0.27,0.01,0.33,0.14,0.0,0.06,0.12,0.21,0.26,0.0,0.26,0.19,0.0,0.13,0.32,0.58,0.02
ninject.csv,0.29,0.31,0.62,0.31,0.55,0.56,0.86,0.38,0.63,0.22,0.36,0.2,0.28,0.45,0.15,1.0,0.11,0.21,0.37,0.28
officefloor.csv,0.03,0.05,0.0,0.28,0.1,0.1,0.43,0.29,0.72,0.16,0.29,0.35,0.28,0.3,0.26,0.0,0.02,0.53,0.11,0.06
ontopia.csv,0.39,0.95,1.0,0.49,0.25,0.7,0.21,0.45,0.19,0.82,1.0,0.72,0.78,0.39,0.35,0.88,0.4,0.11,0.47,0.13
poormans.csv,0.19,0.05,0.62,0.19,0.0,0.21,0.29,0.09,0.13,0.22,0.43,0.29,0.11,0.8,0.16,0.0,0.02,0.21,0.47,0.0
power-architect.csv,0.77,0.92,1.0,0.63,0.39,0.65,0.86,0.45,0.72,0.88,0.14,0.88,0.89,0.86,0.56,1.0,0.45,0.95,1.0,0.22
powerfolder.csv,0.39,0.2,0.0,0.15,0.59,0.48,0.5,0.33,0.09,0.27,0.14,0.55,0.33,0.19,0.2,0.12,0.44,0.53,0.0,0.39
stuproa-cims.csv,0.0,0.26,0.12,0.26,0.19,0.1,0.29,0.14,0.13,0.06,0.43,0.01,0.0,0.28,0.07,0.0,0.51,0.26,0.53,0.5
tart.csv,0.42,0.02,0.5,0.48,0.25,0.2,0.14,0.43,0.26,0.24,0.14,0.62,0.61,0.42,0.44,0.0,0.18,0.26,0.37,0.2
uface.csv,0.81,0.44,1.0,0.99,0.63,0.88,0.5,0.61,0.65,0.76,1.0,0.81,0.78,0.9,0.7,0.0,0.75,0.63,0.84,0.06
wxlua.csv,0.58,0.34,0.62,0.16,0.01,0.63,0.29,0.4,0.16,0.41,0.29,0.65,0.56,0.34,0.65,0.88,0.87,0.26,0.53,0.13
