,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.0,3.0,5.0,0.0,1.0
kmess.csv,4.0,0.0,3.0,2.0,1.0
minig.csv,0.0,0.0,2.0,0.0,1.0
rezilla.csv,2.0,3.0,1.0,0.0,0.0
webdriver.csv,6.0,0.0,7.0,1.0,0.0
