,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.62,0.4,0.57,0.43,0.46
kmess.csv,0.89,0.81,0.83,0.96,0.45
minig.csv,0.36,0.43,0.44,0.9,0.43
rezilla.csv,0.48,0.71,0.88,0.75,0.46
webdriver.csv,0.91,0.49,0.48,0.54,0.41
